kode,nama_barang,tanggal,satuan,merk,stok
1.1.7.01.01.01.012.00079,Besi Beton,2023-08-08,BATANG,"Dia 8 Mm, 12M",600.0
1.1.7.01.01.01.012.00079,Besi Beton,2023-09-20,BATANG,"Dia 8 Mm, 12M",64.0
1.1.7.01.01.01.012.00079,Besi Beton,2024-07-02,BATANG,"Dia 8 Mm, 12M",0.0
1.1.7.01.01.01.014.00012,Metal Roof,2023-12-04,M2,"Spandek Hi Ten Zincalume Tebal 0,45 Mm",0.0
1.1.7.01.01.01.015.00011,U-Ditch,2022-11-29,UNIT,Panjang Efektif 1.20 M U 600/ 600,185.0
1.1.7.01.01.01.015.00011,U-Ditch,2023-09-13,UNIT,Panjang Efektif 1.20 M U 600/ 600,183.0
1.1.7.01.01.01.015.00012,U-Ditch,2022-11-29,UNIT,Panjang Efektif 1.20 M U 600/ 800,99.0
1.1.7.01.01.01.015.00013,U-Ditch,2022-11-29,UNIT,Panjang Efektif 1.20 M U 800/ 800,84.0
1.1.7.01.01.01.015.00022,Box Culvert,2022-11-21,UNIT,"Bc 600X600 High Duty Panjang 1,00 M",2.0
1.1.7.01.01.01.015.00022,Box Culvert,2023-09-20,UNIT,"Bc 600X600 High Duty Panjang 1,00 M",13.0
1.1.7.01.01.01.015.00026,Box Culvert,2024-05-15,UNIT,"Bc 800X800 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",31.0
1.1.7.01.01.01.015.00027,Box Culvert,2023-09-20,UNIT,"Bc 1000X1000 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",0.0
1.1.7.01.01.01.015.00027,Box Culvert,2024-05-15,UNIT,"Bc 1000X1000 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",64.0
1.1.7.01.01.01.015.00028,Box Culvert,2020-01-02,UNIT,"Bc 1200X1200 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",0.0
1.1.7.01.01.01.015.00028,Box Culvert,2024-11-25,UNIT,"Bc 1200X1200 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",9.0
1.1.7.01.01.01.015.00029,Box Culvert,2023-09-20,UNIT,"Bc 1500X1500 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",9.0
1.1.7.01.01.01.015.00040,Tutup U-Ditch,2024-05-02,UNIT,"Tutup U-Ditch 1200 Mm, Heavy Duty (Hd)",0.0
1.1.7.01.01.01.015.00040,Tutup U-Ditch,2024-07-01,UNIT,"Tutup U-Ditch 1200 Mm, Heavy Duty (Hd)",21.0
1.1.7.01.01.01.015.00069,Tutup Saluran U Ditch HD,2023-03-24,M,"Terpasang, Ukuran 1200 mm, Mutu Beton fc 30 Mpa (K350), Pembesian, Precast / Fabrikasi",0.0
1.1.7.01.01.01.015.00097,Tutup U-Ditch,2024-05-02,UNIT,"Tutup U 400 High Duty Panjang Efektif 0,60 M",0.0
1.1.7.01.01.01.015.00097,Tutup U-Ditch,2025-03-13,UNIT,"Tutup U 400 High Duty Panjang Efektif 0,60 M",849.0
1.1.7.01.01.01.015.00102,Tutup U-Ditch,2024-05-15,UNIT,"Tutup U 600 High Duty Panjang Efektif 0,60 M",0.0
1.1.7.01.01.01.015.00102,Tutup U-Ditch,2025-03-13,UNIT,"Tutup U 600 High Duty Panjang Efektif 0,60 M",1111.0
1.1.7.01.01.01.015.00103,Tutup U-Ditch,2024-07-01,UNIT,"Tutup U 800 High Duty Panjang Efektif 0,60 M",0.0
1.1.7.01.01.01.015.00103,Tutup U-Ditch,2025-03-13,UNIT,"Tutup U 800 High Duty Panjang Efektif 0,60 M",129.0
1.1.7.01.01.01.015.00104,Tutup U-Ditch,2024-05-02,UNIT,"Tutup U 1000 High Duty Panjang Efektif 0,60 M",0.0
1.1.7.01.01.01.015.00104,Tutup U-Ditch,2024-07-01,UNIT,"Tutup U 1000 High Duty Panjang Efektif 0,60 M",156.0
1.1.7.01.01.01.016.00009,Plat Floordeck,2023-12-04,M2,"T : 0.75Mm",275.0
1.1.7.01.01.01.019.00002,Kawat Bronjong,2020-01-02,UNIT,"Uk. 100 x 50 x 200",1204.0
1.1.7.01.01.01.020.00005,KARUNG,2020-01-02,BUAH,UK. 50 KG,561.0
1.1.7.01.01.01.020.00007,Karung Plastik,2024-07-01,BUAH,,0.0
1.1.7.01.01.01.020.00007,Karung Plastik,2024-08-19,BUAH,,144950.0
1.1.7.01.01.01.027.00009,Paku Asbes,2023-04-11,KG,,6.0
1.1.7.01.01.01.027.00020,Paku,2024-11-08,KG,Biasa 2" - 5",0.0
1.1.7.01.01.01.027.00020,Paku,2025-03-05,KG,Biasa 2" - 5",461.0
1.1.7.01.01.05.001.00004,Kawat Las,2024-11-01,DUS,"RB-26 2,6mm, Berat 5 kg",0.0
1.1.7.01.01.05.001.00005,Kawat Las,2024-08-22,DUS,"RB-26 3,2mm, Berat 5 kg",0.0
1.1.7.01.01.05.001.00018,Perak Las,2024-10-29,BUAH,,120.0
1.1.7.01.01.05.001.00020,Kawat,2022-08-18,KG,Beton,0.0
1.1.7.01.01.05.001.00020,Kawat,2023-09-20,KG,Beton,1861.0
1.1.7.01.01.05.001.00020,Kawat,2024-07-02,KG,Beton,0.0
1.1.7.01.01.05.001.00033,Kawat Duri,2023-04-12,ROLL,"Silet Uk. 7 Meter, Bahan Anti Karat",0.0
1.1.7.01.01.05.002.00005,Kayu,2024-11-08,BATANG,Dolken Gelam,0.0
1.1.7.01.01.05.002.00005,Kayu,2025-03-24,BATANG,Dolken Gelam,1337.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2024-10-28,BATANG,Kaso uk 5/7,0.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2025-03-24,BATANG,Kaso uk 5/7,2499.0
1.1.7.01.01.05.002.00052,Kayu Lapis,2023-11-24,LEMBAR,Triplek Uk.122X244X4 Mm,60.0
1.1.7.01.01.05.002.00057,Kayu Lapis,2023-12-04,LEMBAR,"Multipleks Uk. (0,9 X 122 X 244)Cm",0.0
1.1.7.01.01.05.002.00057,Kayu Lapis,2024-03-18,LEMBAR,"Multipleks Uk. (0,9 X 122 X 244)Cm",2883.0
1.1.7.01.01.10.001.00008,Refill tabung oksigen,2024-08-22,TABUNG,"gas O2, 6m3, tinggi 143cm, diameter 22cm",0.0
1.1.7.01.02.01.001.01516,Air Radiator,2024-07-25,BUAH,08889,0.0
1.1.7.01.02.01.001.03841,Ban Motor,2020-01-02,BUAH,Standart,0.0
1.1.7.01.02.01.001.04023,Relay,2024-10-29,PCS,,0.0
1.1.7.01.02.01.001.50010,Contactor,2024-08-22,BUAH,3 phase 25 Ampere,0.0
1.1.7.01.02.04.006.00010,Roskam,2024-11-01,BUAH,"bahan plat baja, ukuran 35 cm",0.0
1.1.7.01.02.04.006.00050,Rantai,2023-03-15,BUAH,,0.0
1.1.7.01.02.04.052.00002,Cutter Pipa,2024-08-22,BUAH,1 Set ( Besar & Kecil),0.0
1.1.7.01.02.07.008.00016,Deltalok,2020-01-02,SET,Deltalok Geo Modular Bag + Interlocking,1200.0
1.1.7.01.02.08.001.00033,Selang Hidrolik,2024-08-22,M,"Diameter dalam 1,5 inc",0.0
1.1.7.01.02.08.001.00035,Cutting Wheel,2024-05-16,UNIT,Spesifikasi: GCO 200 14",0.0
1.1.7.01.02.08.001.00040,Mata Gerinda Potong,2024-11-01,PCS,"105x1,2 mm",200.0
1.1.7.01.02.08.001.00048,Mata Gerinda,2022-08-10,PCS,Lokal,0.0
1.1.7.01.02.08.001.00048,Mata Gerinda,2024-05-16,PCS,Lokal,17.0
1.1.7.01.02.08.001.00049,Mata Gerinda,2020-01-02,BUAH,Uk. 4 Inchi,250.0
1.1.7.01.02.08.001.00049,Mata Gerinda,2022-08-10,BUAH,Uk. 4 Inchi,19.0
1.1.7.01.02.08.001.00049,Mata Gerinda,2024-08-22,BUAH,Uk. 4 Inchi,50.0
1.1.7.01.02.08.001.00065,Rantai Gergaji Mesin,2024-05-16,BUAH,Uk. 20 inc,0.0
1.1.7.01.02.08.001.00152,Batu Gerinda Potong,2024-11-01,BUAH,Mata cutting Uk. 14 Inc,100.0
1.1.7.01.02.08.002.00012,Kunci Inggris,2024-11-28,PCS,Ukuran : 12 Inch,0.0
1.1.7.01.02.08.002.00022,Pahat Beton,2023-03-31,BUAH,,0.0
1.1.7.01.02.08.002.00022,Pahat Beton,2024-05-16,BUAH,,4.0
1.1.7.01.02.08.002.00030,PALU BESI,2024-05-16,BUAH,MATERIAL STEEL 10 LB,0.0
1.1.7.01.02.08.002.00030,PALU BESI,2024-11-01,BUAH,MATERIAL STEEL 10 LB,0.0
1.1.7.01.02.08.002.00050,Obeng Set,2024-08-22,SET,,0.0
1.1.7.01.02.08.002.00052,Obeng Set,2024-08-22,SET,"Isi 6 pcs, Standard",0.0
1.1.7.01.02.08.002.00062,Tang Gegep,2024-05-16,UNIT,9 inch,0.0
1.1.7.01.02.08.002.00062,Tang Gegep,2024-11-01,UNIT,9 inch,0.0
1.1.7.01.02.08.002.00069,Sendok Semen,2024-05-16,BUAH,Ukuran 8" Gagang Kayu,18.0
1.1.7.01.02.08.002.00096,Kunci Sock,2024-08-22,SET,8 Mm - 32 Mm,0.0
1.1.7.01.02.08.002.00101,Gergaji Kayu Manual,2024-05-16,BUAH,,0.0
1.1.7.01.02.08.002.00101,Gergaji Kayu Manual,2024-11-01,BUAH,,0.0
1.1.7.01.02.08.002.00102,Gergaji Besi,2022-08-10,BUAH,Kecil,0.0
1.1.7.01.02.08.002.00114,TREKER MAGNET,2024-08-22,PCS,LOKAL,0.0
1.1.7.01.02.08.002.50004,Mata Pahat Breaker,2024-05-16,BUAH,"Flat Chisel Breaker / jack Hammer, Uk. Panjang Min. 40 mm, Material Logam",0.0
1.1.7.01.03.01.001.00015,Pensil,2023-10-04,LUSIN,,6.0
1.1.7.01.03.01.001.00015,Pensil,2024-06-21,LUSIN,,12.0
1.1.7.01.03.01.001.00026,Spidol Permanen,2024-06-21,DUS,"Type N850, Isi 12 Buah",1.0
1.1.7.01.03.01.001.00029,Spidol Whiteboard,2022-06-15,PCS,G 12,3.0
1.1.7.01.03.01.001.00029,Spidol Whiteboard,2024-06-21,PCS,G 12,5.0
1.1.7.01.03.01.001.00030,Stabilo,2023-10-04,PACK,"Super Plus (Model 70/6, Ujung Besar)",9.0
1.1.7.01.03.01.001.00030,Stabilo,2024-06-21,PACK,"Super Plus (Model 70/6, Ujung Besar)",3.0
1.1.7.01.03.01.001.00032,BALLINER,2023-10-04,DUS,TYPE: MEDIUM,5.0
1.1.7.01.03.01.001.00032,BALLINER,2024-06-21,DUS,TYPE: MEDIUM,13.0
1.1.7.01.03.01.001.00076,Box File,2023-10-04,LUSIN,,18.0
1.1.7.01.03.01.001.00076,Box File,2024-06-21,LUSIN,,20.0
1.1.7.01.03.01.001.00095,Rautan Pensil Putar,2023-10-04,PCS,,1.0
1.1.7.01.03.01.001.00097,Jangka,2023-10-04,BUAH,,13.0
1.1.7.01.03.01.002.00008,Tinta Spidol,2020-01-02,DUS,Ukuran 50cc,1.0
1.1.7.01.03.01.002.00018,Stempel Sudin,2020-01-02,BUAH,Standard,1.0
1.1.7.01.03.01.002.00018,Stempel Sudin,2022-06-15,BUAH,Standard,1.0
1.1.7.01.03.01.003.00004,Binder Clip,2022-06-15,PACK,Nomor 260,50.0
1.1.7.01.03.01.003.00004,Binder Clip,2023-10-04,PACK,Nomor 260,57.0
1.1.7.01.03.01.003.00004,Binder Clip,2024-06-21,PACK,Nomor 260,30.0
1.1.7.01.03.01.003.00007,Binder Clip,2020-01-02,PACK,Nomor 105,30.0
1.1.7.01.03.01.003.00007,Binder Clip,2020-01-02,PACK,Nomor 105,12.0
1.1.7.01.03.01.003.00009,Binder Clip,2020-01-02,PACK,Nomor 107,40.0
1.1.7.01.03.01.003.00009,Binder Clip,2022-06-15,PACK,Nomor 107,17.0
1.1.7.01.03.01.003.00010,Binder Clip,2020-01-02,PACK,Nomor 111,1.0
1.1.7.01.03.01.003.00010,Binder Clip,2022-06-15,PACK,Nomor 111,20.0
1.1.7.01.03.01.003.00013,Binder Clip,2020-01-02,PACK,Nomor 155,0.0
1.1.7.01.03.01.003.00013,Binder Clip,2023-10-04,PACK,Nomor 155,29.0
1.1.7.01.03.01.003.00013,Binder Clip,2024-06-21,PACK,Nomor 155,30.0
1.1.7.01.03.01.003.00014,Binder Clip,2023-10-04,PACK,Nomor 200,40.0
1.1.7.01.03.01.003.00014,Binder Clip,2024-06-21,PACK,Nomor 200,30.0
1.1.7.01.03.01.003.00017,Paper Clip,2023-10-04,KOTAK,Type No. 5,47.0
1.1.7.01.03.01.003.00017,Paper Clip,2024-06-21,KOTAK,Type No. 5,30.0
1.1.7.01.03.01.003.00018,Paper Clip,2020-01-02,KOTAK,Type No. 3,22.0
1.1.7.01.03.01.003.00018,Paper Clip,2023-10-04,KOTAK,Type No. 3,35.0
1.1.7.01.03.01.003.00018,Paper Clip,2024-06-21,KOTAK,Type No. 3,19.0
1.1.7.01.03.01.004.00004,Penghapus Karet,2020-01-02,PCS,Karet Kecil,0.0
1.1.7.01.03.01.004.00004,Penghapus Karet,2020-01-02,PCS,Karet Kecil,25.0
1.1.7.01.03.01.004.00007,Penghapus Whiteboard,2020-01-02,PCS,Kecil,1.0
1.1.7.01.03.01.004.00022,Tipe X,2024-06-21,BUAH,Tipe X Kertas,11.0
1.1.7.01.03.01.005.00005,Buku Folio,2024-06-21,PCS,100 Lbr,0.0
1.1.7.01.03.01.005.00022,BUKU MASUK,2022-05-17,BUKU,,0.0
1.1.7.01.03.01.005.00023,BUKU KELUAR,2022-05-17,BUKU,,0.0
1.1.7.01.03.01.005.00050,Buku Tamu,2020-01-02,BUAH,Batik Polos,0.0
1.1.7.01.03.01.005.00050,Buku Tamu,2020-01-02,BUAH,Batik Polos,0.0
1.1.7.01.03.01.005.00050,Buku Tamu,2022-05-17,BUAH,Batik Polos,0.0
1.1.7.01.03.01.006.00009,Map Buffalo,2022-05-17,BOX,5002,5.0
1.1.7.01.03.01.006.00014,Map Folio,2020-01-02,LUSIN,,303.0
1.1.7.01.03.01.006.00014,Map Folio,2022-05-17,LUSIN,,0.0
1.1.7.01.03.01.006.00019,Map Ordner,2023-10-04,LUSIN,Folio,8.0
1.1.7.01.03.01.006.00019,Map Ordner,2024-06-21,LUSIN,Folio,7.0
1.1.7.01.03.01.006.00038,MAP DINAS,2020-01-02,BUAH,BUFFALLO 180 GR,2664.0
1.1.7.01.03.01.006.00038,MAP DINAS,2022-05-17,BUAH,BUFFALLO 180 GR,599.0
1.1.7.01.03.01.006.00038,MAP DINAS,2024-06-07,BUAH,BUFFALLO 180 GR,502.0
1.1.7.01.03.01.006.00057,MAP SNELHECTER,2020-01-02,BUAH,KERTAS,1925.0
1.1.7.01.03.01.006.00057,MAP SNELHECTER,2024-06-07,BUAH,KERTAS,43.0
1.1.7.01.03.01.006.50009,Kardus,2024-06-21,BUAH,Arsip ; Bahan Carogated 200 Gr Uk.37x27x17 Cm Oplah 1 S.D 1000,87.0
1.1.7.01.03.01.007.00016,Meteran,2024-11-01,BUAH,50 meter,0.0
1.1.7.01.03.01.008.00006,Cutter,2022-06-15,BUAH,L.550,3.0
1.1.7.01.03.01.008.00006,Cutter,2024-06-21,BUAH,L.550,12.0
1.1.7.01.03.01.008.00009,Isi Cutter,2022-06-15,PACK,L-150,1.0
1.1.7.01.03.01.008.50001,Gunting,2024-06-21,BUAH,"Ukuran sedang, bahan stainless",1.0
1.1.7.01.03.01.008.50003,Pembolong Kertas,2024-06-21,BUAH,No. 30,7.0
1.1.7.01.03.01.010.00014,LAKBAN,2022-06-15,LUSIN,UK. 2 INCI,5.0
1.1.7.01.03.01.010.00014,LAKBAN,2024-06-21,LUSIN,UK. 2 INCI,49.0
1.1.7.01.03.01.010.00021,Double Tape,2022-06-15,PCS,Ukuran 1",2.0
1.1.7.01.03.01.010.00021,Double Tape,2024-06-21,PCS,Ukuran 1",26.0
1.1.7.01.03.01.010.00046,LEM KERTAS,2024-06-21,PACK,GLUE STICK 15 GRAM (1 PACK ISI 20 PCS),4.0
1.1.7.01.03.01.010.00135,Lem Pipa,2024-11-28,KALENG,"Lokal, Standar SNI, 400 Gr",19.0
1.1.7.01.03.01.012.00007,Staples,2023-10-04,PCS,No. 10 D,5.0
1.1.7.01.03.01.012.00007,Staples,2024-06-21,PCS,No. 10 D,10.0
1.1.7.01.03.01.012.00010,Staples,2024-06-21,BUAH,No. 3,8.0
1.1.7.01.03.01.013.00001,Isi Staples,2020-01-02,DUS,1213 Fa-H,10.0
1.1.7.01.03.01.013.00002,Isi Staples,2020-01-02,PACK,No. 10,19.0
1.1.7.01.03.01.013.00002,Isi Staples,2020-01-02,PACK,No. 10,2.0
1.1.7.01.03.01.013.00002,Isi Staples,2024-06-21,PACK,No. 10,12.0
1.1.7.01.03.01.013.00003,Isi Staples,2020-01-02,PACK,No. 3,4.0
1.1.7.01.03.01.013.00003,Isi Staples,2024-06-21,PACK,No. 3,20.0
1.1.7.01.03.01.013.00012,Isi Staples,2022-06-15,PACK,1217 Fa-H,1.0
1.1.7.01.03.01.014.00089,Surat Perintah Jalan,2022-04-01,BUKU,"Ukuran 1/ 2 Folio, Ncr 4 Ply, 2 Warna, Nomorator, Per Buku 50 Set",0.0
1.1.7.01.03.01.014.00089,Surat Perintah Jalan,2022-05-17,BUKU,"Ukuran 1/ 2 Folio, Ncr 4 Ply, 2 Warna, Nomorator, Per Buku 50 Set",227.0
1.1.7.01.03.01.014.00089,Surat Perintah Jalan,2023-08-03,BUKU,"Ukuran 1/ 2 Folio, Ncr 4 Ply, 2 Warna, Nomorator, Per Buku 50 Set",200.0
1.1.7.01.03.01.014.00089,Surat Perintah Jalan,2024-06-07,BUKU,"Ukuran 1/ 2 Folio, Ncr 4 Ply, 2 Warna, Nomorator, Per Buku 50 Set",400.0
1.1.7.01.03.01.014.00103,Buku Data File Kepegawaian,2022-05-17,BUAH,Uk. Folio,75.0
1.1.7.01.03.01.014.00207,Lembar Disposisi,2020-01-02,BUKU,"2 Ply, Uk. Standar",1.0
1.1.7.01.03.01.014.00207,Lembar Disposisi,2022-05-17,BUKU,"2 Ply, Uk. Standar",46.0
1.1.7.01.03.01.014.00207,Lembar Disposisi,2024-06-07,BUKU,"2 Ply, Uk. Standar",400.0
1.1.7.01.03.01.014.00218,Lembar Pengantar,2020-01-02,BUKU,"2 Ply, Uk. Standar",297.0
1.1.7.01.03.01.014.00218,Lembar Pengantar,2024-06-07,BUKU,"2 Ply, Uk. Standar",400.0
1.1.7.01.03.01.014.00677,Kwitansi Dinas,2020-01-02,BUKU,Ncr 1 Blok 25 Set 1 Set:3 Lembar,80.0
1.1.7.01.03.01.016.00027,Kardus,2023-08-03,BUAH,Arsip; Bahan Carogated 200 Gr Uk. 37X27X17 Cm Oplah 1 S.D 1000,0.0
1.1.7.01.03.02.001.00012,Kertas A3,2022-06-15,RIM,80 Gr,40.0
1.1.7.01.03.02.001.00012,Kertas A3,2024-06-21,RIM,80 Gr,16.0
1.1.7.01.03.02.001.00012,Kertas A3,2025-04-22,RIM,80 Gr,60.0
1.1.7.01.03.02.001.00014,Kertas F4,2023-05-11,RIM,80 Gram,0.0
1.1.7.01.03.02.001.00014,Kertas F4,2024-06-21,RIM,80 Gram,0.0
1.1.7.01.03.02.001.00014,Kertas F4,2025-04-22,RIM,80 Gram,71.0
1.1.7.01.03.02.001.00016,Kertas A4,2024-06-21,RIM,80 Gram,0.0
1.1.7.01.03.02.001.00016,Kertas A4,2025-04-22,RIM,80 Gram,364.0
1.1.7.01.03.02.002.00009,Post It,2023-10-04,SET,Tab 5 Warna 670-5An (500 Lbr),3.0
1.1.7.01.03.02.002.00021,Kertas Post It,2024-06-21,BUAH,Type 654,3.0
1.1.7.01.03.02.002.00041,Kertas Faximile,2020-01-02,ROLL,Ukuran : 210 Mmx50 M,10.0
1.1.7.01.03.02.002.00041,Kertas Faximile,2020-01-02,ROLL,Ukuran : 210 Mmx50 M,5.0
1.1.7.01.03.02.002.00041,Kertas Faximile,2022-06-15,ROLL,Ukuran : 210 Mmx50 M,15.0
1.1.7.01.03.02.003.00008,Kertas Buffalo,2024-06-21,PACK,Gold Fish,3.0
1.1.7.01.03.02.003.00015,Cover Plastik,2024-06-21,PACK,"Ukuran Folio, Isi 100 Lembar/ Dus",2.0
1.1.7.01.03.02.004.00014,AMPLOP DINAS,2020-01-02,PACK,"BAHAN KERTAS SAMSON, ISI:100 LBR/ PAK, UK. : 11X24CM, OPLAH : 0001 S/ D 1000 PAK",76.0
1.1.7.01.03.02.004.00014,AMPLOP DINAS,2022-05-17,PACK,"BAHAN KERTAS SAMSON, ISI:100 LBR/ PAK, UK. : 11X24CM, OPLAH : 0001 S/ D 1000 PAK",10.0
1.1.7.01.03.02.004.00029,AMPLOP DINAS,2020-01-02,PACK,"BAHAN : KERTAS SAMSON, ISI 100 LBR/ PAK, UK. 35X24 CM",73.0
1.1.7.01.03.02.004.00029,AMPLOP DINAS,2022-05-17,PACK,"BAHAN : KERTAS SAMSON, ISI 100 LBR/ PAK, UK. 35X24 CM",10.0
1.1.7.01.03.04.001.00005,Materai,2025-05-02,BUAH,10000,400.0
1.1.7.01.03.04.001.00005,Materai,2025-05-02,BUAH,10000,5000.0
1.1.7.01.03.06.001.00005,Kertas Continous Form,2020-01-02,BOX,Uk. 9 1/2 x 11-6 Ply,13.0
1.1.7.01.03.06.001.00015,Continous Form,2020-01-02,BOX,5 Ply 9 1/2 x 11,27.0
1.1.7.01.03.06.001.00015,Continous Form,2020-01-02,BOX,5 Ply 9 1/2 x 11,16.0
1.1.7.01.03.06.003.00003,Pita Printer,2020-01-02,BUAH,"Ribbon Cartridge, Panjang Pita 60 M/ 196,8 Feet Dot Matrix LQ 310",1.0
1.1.7.01.03.06.003.00020,Pita Printer,2020-01-02,BUAH,EPSON LQ 300+II,4.0
1.1.7.01.03.06.004.00079,Tinta Nomorator,2020-01-02,TUBE,Lokal Standar Sni,2.0
1.1.7.01.03.06.004.00209,Tinta Printer,2024-06-21,BUAH,Tinta Epson 664 Original,200.0
1.1.7.01.03.06.004.00279,Tinta Printer,2023-10-04,BUAH,Tinta Printer L200 No. T6641 (Black),30.0
1.1.7.01.03.06.004.00279,Tinta Printer,2024-06-21,BUAH,Tinta Printer L200 No. T6641 (Black),200.0
1.1.7.01.03.06.004.00280,Tinta Printer,2023-10-04,BUAH,Tinta Printer L200 No. T6642 (Cyan),71.0
1.1.7.01.03.06.004.00281,Tinta Printer,2023-10-04,BUAH,Tinta Printer L200 No. T6643 (Magenta),15.0
1.1.7.01.03.06.004.00282,Tinta Printer,2023-10-04,BUAH,Tinta Printer L200 No. T6644 (Yellow),95.0
1.1.7.01.03.06.004.00334,Tinta Stempel,2020-01-02,BOTOL,Uk: 50 Cc,3.0
1.1.7.01.03.06.004.00384,Tinta/Toner Printer,2024-06-21,BUAH,HP LASERJET 85A PRO 1102,15.0
1.1.7.01.03.06.004.00691,Refill Tinta Printer,2024-06-21,BUAH,Tinta isi ulang standar,101.0
1.1.7.01.03.06.004.00752,Tinta Printer,2024-06-21,BUAH,LC 3617 BK,152.0
1.1.7.01.03.06.006.00002,Flashdisk,2023-10-04,BUAH,16 GB,4.0
1.1.7.01.03.06.011.00024,DVD R Printable,2020-01-02,PACK,1 pak : 50 pcs,13.0
1.1.7.01.03.07.001.00010,KEMOCENG,2024-07-16,BUAH,BULU AYAM,0.0
1.1.7.01.03.07.001.00011,KEMOCENG,2024-11-28,BUAH,BULU AYAM SEDANG,0.0
1.1.7.01.03.07.001.00030,SAPU IJUK,2024-05-16,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00030,SAPU IJUK,2024-07-16,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00030,SAPU IJUK,2024-11-28,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00037,SAPU LIDI,2024-05-16,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00037,SAPU LIDI,2024-07-16,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00037,SAPU LIDI,2024-11-28,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00050,SIKAT KAMAR MANDI,2024-07-16,BUAH,(TANGKAI PANJANG); BAHAN NYLON (KAYU ATAU PLASTIK) DENGAN TANGKAI ALUMINIUM,0.0
1.1.7.01.03.07.001.00056,Sikat Kawat,2020-01-02,BUAH,Besi,0.0
1.1.7.01.03.07.001.00064,SIKAT LANTAI,2024-11-28,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00072,Pengki,2024-05-16,BUAH,Bahan plastik bergagang,0.0
1.1.7.01.03.07.001.00072,Pengki,2024-07-16,BUAH,Bahan plastik bergagang,0.0
1.1.7.01.03.07.001.00082,Pembersih Sarang Laba-laba,2024-07-16,BUAH,Plastik,0.0
1.1.7.01.03.07.001.00095,Ijuk,2023-04-11,KG,,30.0
