kode,nama_barang,tanggal,satuan,merk,stok
1.1.7.01.01.01.012.00064,Besi Siku,2022-12-31,BATANG,L 70,13.0
1.1.7.01.01.01.012.00064,Besi Siku,2023-05-02,BATANG,L 70,5.0
1.1.7.01.01.01.012.00064,Besi Siku,2024-07-01,BATANG,L 70,100.0
1.1.7.01.01.01.012.00064,Besi Siku,2025-06-02,BATANG,L 70,499.0
1.1.7.01.01.01.012.00064,Besi Siku,2025-06-02,BATANG,L 70,1.0
1.1.7.01.01.01.012.00065,Besi Siku,2024-07-01,BATANG,Uk. 50.50.5 Panjang 6 M,28.0
1.1.7.01.01.01.012.00065,Besi Siku,2025-06-02,BATANG,Uk. 50.50.5 Panjang 6 M,74.0
1.1.7.01.01.01.012.00065,Besi Siku,2025-06-02,BATANG,Uk. 50.50.5 Panjang 6 M,1.0
1.1.7.01.01.01.012.00077,Besi Beton,2025-06-02,BATANG,"Dia 12 Mm, 12M",717.0
1.1.7.01.01.01.012.00078,Besi Beton,2025-06-02,BATANG,"Dia 10 Mm, 12M",1350.0
1.1.7.01.01.01.012.00079,Besi Beton,2025-06-02,BATANG,"Dia 8 Mm, 12M",562.0
1.1.7.01.01.01.012.00088,Besi Beton,2025-06-02,KG,Ulir Diameter 13,620.0
1.1.7.01.01.01.014.00011,Metal Roof,2024-09-13,M2,"Spandek Hi Ten Colorbond Tebal 0,45 Mm",2.0
1.1.7.01.01.01.004.00004,Pasir,2025-07-02,M3,Beton,429.63
1.1.7.01.01.01.004.00004,Pasir,2025-07-21,M3,Beton,720.47
1.1.7.01.01.01.015.00008,U-Ditch,2025-06-02,UNIT,Panjang Efektif 1.20 M U 400/ 400,1844.0
1.1.7.01.01.01.015.00011,U-Ditch,2025-06-02,UNIT,Panjang Efektif 1.20 M U 600/ 600,164.0
1.1.7.01.01.01.015.00011,U-Ditch,2025-06-02,UNIT,Panjang Efektif 1.20 M U 600/ 600,2200.0
1.1.7.01.01.01.015.00013,U-Ditch,2020-01-02,UNIT,Panjang Efektif 1.20 M U 800/ 800,2.0
1.1.7.01.01.01.015.00015,U-Ditch,2020-01-02,UNIT,Panjang Efektif 1.20 M U 1000/ 1000,2123.0
1.1.7.01.01.01.015.00015,U-Ditch,2023-06-30,UNIT,Panjang Efektif 1.20 M U 1000/ 1000,15.0
1.1.7.01.01.01.015.00017,U-Ditch,2020-01-02,UNIT,Panjang Efektif 1.20 M U 1200/ 1200,162.0
1.1.7.01.01.01.015.00017,U-Ditch,2023-12-15,UNIT,Panjang Efektif 1.20 M U 1200/ 1200,16.0
1.1.7.01.01.01.015.00024,Box Culvert,2024-07-01,UNIT,"Bc 1000X1000 High Duty Panjang 1,00 M",8.0
1.1.7.01.01.01.015.00025,Box Culvert,2024-07-01,UNIT,"Bc 1200X1200 High Duty Panjang 1,00 M",12.0
1.1.7.01.01.01.015.00029,Box Culvert,2020-01-02,UNIT,"Bc 1500X1500 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",49.0
1.1.7.01.01.01.015.00029,Box Culvert,2024-07-01,UNIT,"Bc 1500X1500 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",75.0
1.1.7.01.01.01.015.00088,U-ditch,2020-01-02,UNIT,1500x1500 mm,20.0
1.1.7.01.01.01.015.00097,Tutup U-Ditch,2025-06-02,UNIT,"Tutup U 400 High Duty Panjang Efektif 0,60 M",462.0
1.1.7.01.01.01.015.00102,Tutup U-Ditch,2025-06-02,UNIT,"Tutup U 600 High Duty Panjang Efektif 0,60 M",80.0
1.1.7.01.01.01.015.00102,Tutup U-Ditch,2025-07-02,UNIT,"Tutup U 600 High Duty Panjang Efektif 0,60 M",90.0
1.1.7.01.01.01.015.00103,Tutup U-Ditch,2025-06-13,UNIT,"Tutup U 800 High Duty Panjang Efektif 0,60 M",14.0
1.1.7.01.01.01.015.00104,Tutup U-Ditch,2025-03-19,UNIT,"Tutup U 1000 High Duty Panjang Efektif 0,60 M",23.0
1.1.7.01.01.01.015.00040,Tutup U-Ditch,2025-06-18,UNIT,"Tutup U-Ditch 1200 Mm, Heavy Duty (Hd)",10.2
1.1.7.01.01.01.015.00149,Box Culvert,2023-07-28,UNIT,"Bc 2500X2500 High Duty Panjang 1,00 M",8.0
1.1.7.01.01.01.015.05001,Cetakan Buis Beton,2023-12-31,UNIT,100x50 cm,5.0
1.1.7.01.01.01.016.00010,Plat Bordes,2024-12-06,KG,t : 3 mm,2662.0
1.1.7.01.01.01.016.05001,Plat Lubang,2024-12-06,LEMBAR,Panjang 1.20 mm Lebar 2.40 mm Tebal 1.50 mm Diameter Lubang 6 mm,13.0
1.1.7.01.01.01.016.05002,Plat Polos Acer,2024-12-06,LEMBAR,120x240x2 mm,98.0
1.1.7.01.01.01.016.05003,Plat Polos Acer,2024-12-06,LEMBAR,120x240x3 mm,50.0
1.1.7.01.01.01.016.05004,Plat Polos Acer,2024-12-06,LEMBAR,120x240x20 mm,10.0
1.1.7.01.01.01.016.05005,Plat Polos Acer,2024-12-06,LEMBAR,120x240x4 mm,50.0
1.1.7.01.01.01.016.05006,Plat Polos Acer,2024-12-06,LEMBAR,120x240x25 mm,10.0
1.1.7.01.01.01.020.00007,Karung Plastik,2024-05-29,BUAH,,327.677.0
1.1.7.01.01.01.020.00007,Karung Plastik,2024-08-05,BUAH,,883.322.0
1.1.7.01.01.01.025.00004,Alumuium Strip,2022-11-03,M,,1130.0
1.1.7.01.01.01.025.00007,Alumunium,2022-11-30,BATANG,,1.0
1.1.7.01.01.01.025.00007,Alumunium,2022-11-30,BATANG,,27.0
1.1.7.01.01.01.025.00007,Alumunium,2022-11-30,BATANG,,16.0
1.1.7.01.01.01.025.00007,Alumunium,2022-11-30,BATANG,,9.0
1.1.7.01.01.01.025.00007,Alumunium,2022-11-30,BATANG,,130.0
1.1.7.01.01.01.025.00007,Alumunium,2022-11-30,BATANG,,11.0
1.1.7.01.01.01.025.00007,Alumunium,2022-12-31,BATANG,,16.0
1.1.7.01.01.01.025.00007,Alumunium,2022-12-31,BATANG,,23.0
1.1.7.01.01.01.025.00007,Alumunium,2023-12-15,BATANG,,1.0
1.1.7.01.01.01.027.00020,Paku,2024-07-01,KG,Biasa 2" - 5",168.0
1.1.7.01.01.01.027.00029,Paku Rivet,2024-09-13,DUS,Uk 3.2 mm isi 1000 pcs,10.0
1.1.7.01.01.02.002.00021,Hand Sanitizer,2024-08-27,BOTOL,,6.0
1.1.7.01.01.01.027.00020,Paku,2025-07-01,KG,Biasa 2" - 5",1000.0
1.1.7.01.01.04.002.00056,Oli,2024-08-27,LITER,SAE 10,1375.0
1.1.7.01.01.04.002.00057,Oli,2024-08-27,LITER,SAE 20,1014.0
1.1.7.01.01.05.001.00014,Kawat Las,2020-01-02,DUS,Uk. 2.6 Mm dan 3.0 Mm Berat 5 Kg,127.0
1.1.7.01.01.05.001.00014,Kawat Las,2024-09-13,DUS,Uk. 2.6 Mm dan 3.0 Mm Berat 5 Kg,50.0
1.1.7.01.01.05.001.00016,Kawat Las,2020-01-02,KOTAK,"Nikko Steel Rd-260, Uk. 3.2 X 350 Mm, Isi 5 Kg",108.0
1.1.7.01.01.05.001.00020,Kawat,2024-07-01,KG,Beton,3820.5
1.1.7.01.01.05.001.00020,Kawat,2025-07-01,KG,Beton,3000.0
1.1.7.01.01.05.001.05001,Kawat Seling,2024-12-06,METER,Sling 8 mm baja / meter,1000.0
1.1.7.01.01.05.002.00005,Kayu,2025-06-11,BATANG,Dolken Gelam,478.0
1.1.7.01.01.05.002.00005,Kayu,2025-07-10,BATANG,Dolken Gelam,1000.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2025-06-02,BATANG,Kaso uk 5/7,742.0
1.1.7.01.01.05.007.00010,Grc,2020-01-02,LEMBAR,120X240 T 6Mm,159.0
1.1.7.01.01.05.007.00010,Grc,2022-09-05,LEMBAR,120X240 T 6Mm,150.0
1.1.7.01.02.01.001.00536,Ban Luar Pickup Uk. 165 R13,2023-10-09,BUAH,,3.0
1.1.7.01.02.01.001.00536,Ban Luar Pickup Uk. 165 R13,2024-10-03,BUAH,,40.0
1.1.7.01.02.01.001.03735,Ban Luar,2022-12-15,BUAH,Ukuran 205/65 R 15 Tubeless,2.0
1.1.7.01.02.01.001.03735,Ban Luar,2023-10-09,BUAH,Ukuran 205/65 R 15 Tubeless,5.0
1.1.7.01.02.01.001.03735,Ban Luar,2024-10-03,BUAH,Ukuran 205/65 R 15 Tubeless,16.0
1.1.7.01.02.01.001.03762,Ban Dalam,2023-05-23,BUAH,Ban Dalam Ukuran 750 R 16,1.0
1.1.7.01.02.01.001.03762,Ban Dalam,2024-05-24,BUAH,Ban Dalam Ukuran 750 R 16,58.0
1.1.7.01.02.01.001.03791,Ban Tubless,2022-12-15,BUAH,Ban Luar Ukuran 245/ 70 R 16 Tubles,6.0
1.1.7.01.02.01.001.03791,Ban Tubless,2023-11-24,BUAH,Ban Luar Ukuran 245/ 70 R 16 Tubles,15.0
1.1.7.01.02.01.001.03791,Ban Tubless,2023-12-15,BUAH,Ban Luar Ukuran 245/ 70 R 16 Tubles,6.0
1.1.7.01.02.01.001.03791,Ban Tubless,2024-10-03,BUAH,Ban Luar Ukuran 245/ 70 R 16 Tubles,9.0
1.1.7.01.02.01.001.03813,Ban Dump Truk,2024-05-24,BUAH,"Ban Luar Uk. 7,50-16",5.0
1.1.7.01.02.01.002.00003,Baut,2022-11-30,DUS,,9.0
1.1.7.01.02.01.002.00003,Baut,2022-11-30,DUS,,8.0
1.1.7.01.02.01.002.00003,Baut,2022-11-30,DUS,,6.0
1.1.7.01.02.01.002.00003,Baut,2022-11-30,DUS,,10.0
1.1.7.01.02.03.001.00050,Timbangan Gantung,2020-01-02,UNIT,Manual Kapasitas 100 Kg,3.0
1.1.7.01.02.04.006.00012,Roll Meter,2023-10-03,BUAH,"Pegangan Polimer, Uk. 100 M",10.0
1.1.7.01.02.04.006.00019,Bodem Besi 2 Kg,2024-09-13,BUAH,Bahan besi padat,3.0
1.1.7.01.02.04.006.00059,Sekrup,2022-11-03,BUAH,Fixer,34.0
1.1.7.01.02.04.006.00059,Sekrup,2023-12-15,BUAH,Fixer,10.0
1.1.7.01.02.04.006.00094,Gemuk,2024-08-27,BUAH,,13.0
1.1.7.01.02.04.007.00002,Geotextile,2024-12-07,M2,"Non Woven (Lokal), Warna Putih, Roll 4X100M, 150Gr/M2",19.0
1.1.7.01.02.08.001.00048,Mata Gerinda,2024-09-13,PCS,Lokal,2.0
1.1.7.01.02.08.002.00001,Palu Bodem,2024-09-13,SET,,6.0
1.1.7.01.02.08.002.00012,Kunci Inggris,2023-10-03,PCS,Ukuran : 12 Inch,2.0
1.1.7.01.02.08.002.00025,Palu Besi,2024-09-13,PCS,Gagang Besi Uk. 1 Kg,17.0
1.1.7.01.02.08.002.00050,Obeng Set,2024-09-13,SET,,3.0
1.1.7.01.02.08.002.00071,Sigmat/ Jangka Sorong Manual,2022-08-10,BUAH,"Jenis Ukuran Metrik (Mm) Dan Inch, Skala 0.05 Mm Atau 1/ 128 , Akurasi +/ - 0.05Mm, Ukuran : 0 - 150Mm/ 0 - 6', Made In Japan",2.0
1.1.7.01.02.08.002.00071,Sigmat/ Jangka Sorong Manual,2023-10-09,BUAH,"Jenis Ukuran Metrik (Mm) Dan Inch, Skala 0.05 Mm Atau 1/ 128 , Akurasi +/ - 0.05Mm, Ukuran : 0 - 150Mm/ 0 - 6', Made In Japan",5.0
1.1.7.01.02.08.002.00071,Sigmat/ Jangka Sorong Manual,2024-09-13,BUAH,"Jenis Ukuran Metrik (Mm) Dan Inch, Skala 0.05 Mm Atau 1/ 128 , Akurasi +/ - 0.05Mm, Ukuran : 0 - 150Mm/ 0 - 6', Made In Japan",5.0
1.1.7.01.02.08.002.00072,Mata Bor,2022-08-10,BUAH,Besi,6.0
1.1.7.01.02.08.002.00072,Mata Bor,2023-10-09,BUAH,Besi,10.0
1.1.7.01.02.08.002.00072,Mata Bor,2024-09-13,BUAH,Besi,5.0
1.1.7.01.02.08.002.00102,Gergaji Besi,2024-09-13,BUAH,Kecil,3.0
1.1.7.01.03.01.007.05001,Pita Ukur,2024-09-13,BUAH,50 Meter; Bahan Nylon,14.0
1.1.7.01.03.01.007.05004,Water Pass,2024-09-13,UNIT,Perkakas Kerja,4.0
1.1.7.01.03.01.010.00105,Lem Pipa,2023-12-15,BUAH,,1.0
1.1.7.01.03.01.010.00105,Lem Pipa,2023-12-31,BUAH,,489.0
1.1.7.01.03.01.010.00105,Lem Pipa,2025-07-05,BUAH,,143.0
1.1.7.01.03.07.001.00002,Kemoceng,2024-08-27,BUAH,Bahan Kayu dan Bulu,15.0
1.1.7.01.03.07.001.00005,Brush Wc,2024-09-03,BUAH,Berbahan Plastik,10.0
1.1.7.01.03.07.001.00013,PENGKI,2024-09-03,BUAH,BAHAN PLASTIK,6.0
1.1.7.01.03.07.001.00041,Sapu Nylon,2024-08-27,BUAH,"Bergagang; Ukuran : Standard, Model: Miring, Tangkai Berwarna, Bahan : Nylon",36.0
1.1.7.01.03.07.001.00073,SAPU LIDI TAMAN,2024-08-27,BUAH,BAHAN KELAPA DENGAN GAGANG,6.0
1.1.7.01.03.07.002.00037,ALAT PEL,2024-08-27,BUAH,BERGAGANG; BAHAN BAMBU,41.0
1.1.7.01.03.07.002.00090,Kain lap majun,2024-09-13,KG,"Bahan / material untuk menggosok hasil pengecatan, bahan full cotton, warna putih",45.0
1.1.7.01.03.07.003.00093,Biotank,2022-11-04,BUAH,1000 L,3.0
1.1.7.01.03.07.003.50023,Selang Kain,2024-12-06,UNIT,Uk. 3 mm,66.0
1.1.7.01.03.07.003.50024,Selang Kain,2024-12-06,UNIT,Uk. 4 mm,45.0
1.1.7.01.03.07.003.50026,Selang Spiral,2024-12-06,M2,Uk. 3 mm,90.0
1.1.7.01.03.07.003.50028,Selang Spiral,2024-12-06,M2,Uk. 4 mm,77.5
1.1.7.01.03.07.004.00062,Tempat sampah bulat,2024-08-27,BUAH,"bahan plastik, bentuk bulat keranjang tanpa tutup, kapasitas 10 liter, tinggi minimal 24 cm, lebar diameter atas minimal 24 cm",6.0
1.1.7.01.03.07.006.00005,Safety Belt,2020-01-02,BUAH,Berbahan Plastik / Besi Dan Kain,2.0
1.1.7.01.03.07.006.00005,Safety Belt,2022-08-10,BUAH,Berbahan Plastik / Besi Dan Kain,10.0
1.1.7.01.03.07.006.00017,Tali Tambang,2024-12-06,ROLL,Nilon,33.0
1.1.7.01.03.07.006.50027,Benang Bangunan,2024-09-13,PCS,,52.0
1.1.7.01.03.07.008.00024,Cairan Anti Karat,2024-09-13,KALENG,Wd 40 Uk. 300 Ml,30.0
1.1.7.01.03.07.008.00088,SABUN CUCI PIRING,2024-08-27,BOTOL,800 ML,1.0
1.1.7.01.03.07.008.00099,SABUN CUCI TANGAN,2024-08-27,BUAH,REFILL 410 ML,6.0
1.1.7.01.03.08.001.00071,Kabel Ties,2023-12-31,PACK,"Lokal Standar Sni, 30",500.0
1.1.7.01.03.08.002.00081,Lampu Lalu Lintas,2024-09-13,BUAH,,8.0
1.1.7.01.03.08.004.00020,Saklar Ganda,2022-11-03,BUAH,,7.0
1.1.7.01.03.08.008.00036,Fitting,2022-11-02,BUAH,Fitting Lampu E27,78.0
1.1.7.01.03.08.008.00036,Fitting,2022-11-03,BUAH,Fitting Lampu E27,50.0
1.1.7.01.03.08.009.00012,Accu,2020-01-02,BUAH,N 100 AH-12 Volt,9.0
1.1.7.01.03.08.009.00012,Accu,2022-11-25,BUAH,N 100 AH-12 Volt,49.0
1.1.7.01.03.08.009.00012,Accu,2023-05-23,BUAH,N 100 AH-12 Volt,46.0
1.1.7.01.03.08.009.00012,Accu,2024-05-06,BUAH,N 100 AH-12 Volt,2.0
1.1.7.01.03.08.009.00016,Accu,2022-11-25,BUAH,N 120 AH-12 Volt,10.0
1.1.7.01.03.08.009.00016,Accu,2023-05-23,BUAH,N 120 AH-12 Volt,10.0
1.1.7.01.03.08.009.00016,Accu,2024-05-06,BUAH,N 120 AH-12 Volt,3.0
1.1.7.01.03.08.009.00029,Accu Kering,2020-01-02,BUAH,Accu 12 Volt/ 200 Ah,1.0
1.1.7.01.03.08.009.00034,Accu,2023-05-23,BUAH,12V - 150 Ah,10.0
1.1.7.01.03.08.009.00034,Accu,2024-05-06,BUAH,12V - 150 Ah,2.0
1.1.7.01.03.08.012.00002,Tang Crimping,2023-10-09,UNIT,,5.0
1.1.7.01.03.08.012.00031,Mangkokan elektrik,2022-11-03,PCS,Spesifikasi : kotak,33.0
1.1.7.01.03.08.012.00092,T-Dus instalasi listrik,2022-11-02,PCS,Spesifikasi : cabang 3,303.0
1.1.7.01.03.09.004.00032,SARUNG TANGAN LAS,2024-09-13,PASANG,"LISTRIK, KULIT LAPIS KAIN SIZE 16",12.0
1.1.7.01.03.09.007.00006,BLENCONG,2024-09-13,BUAH,"BESI BAJA, RUNCING, PIPIH",11.0
1.1.7.01.03.09.007.00011,Kampak,2023-10-09,BUAH,"(ukuran kecil, bahan kuningan, lapis steinlis Steel)",3.0
1.1.7.01.03.09.007.00044,Sekop,2024-09-13,BUAH,"Ukuran Besar Bergagang Panjang 42,5 Cm, Lebar 30 Cm, Tebal 2,2 Mm",6.0
1.1.7.01.03.09.007.00021,Cangkul,2024-09-13,BUAH,"Bahan Besi Galvanis, Uk. Standar",35.0
1.1.7.01.03.09.007.00064,Gunting Beton,2023-10-09,UNIT,Uk. 18 Inchi Tp.1800,7.0
1.1.7.01.03.09.007.00101,kacamata las,2024-09-13,BUAH,standar SNI,1.0
1.1.7.01.03.09.007.00108,Terpal,2024-09-13,LEMBAR,,149.0
1.1.7.01.03.09.007.00207,Lampu Senter Kepala LED,2024-09-13,BUAH,Kepala LED,11.0
1.1.7.01.05.01.004.00036,BLOWER,2020-01-02,UNIT,UKURAN STANDAR,7.0
1.1.7.01.05.01.004.00088,Katrol,2023-10-09,UNIT,Takel,6.0
1.1.7.01.05.01.004.00100,Meteran dorong,2020-01-02,BUAH,walking meter,4.0
1.1.7.01.05.01.004.00280,TROLI BARANG,2023-10-09,UNIT,,5.0
1.1.7.01.05.01.004.00446,Regulator Oksigen,2023-10-09,BUAH,Standart Sni,9.0
1.1.7.01.05.01.004.00761,Closet Duduk,2022-11-04,SET,Komplit,5.0
1.1.7.02.01.06.002.00001,Tiang Pagar Brc,2024-07-01,BUAH,Dia 1.5" Tinggi 175 Cm (Hdg),4.0
1.1.7.02.01.06.002.00008,Pagar BRC,2024-07-01,UNIT,175mm x 240mm x 7mm,189.0
1.1.7.02.01.06.003.00052,Karet Kusen Aluminium,2022-11-30,M,,780.0
1.1.7.02.01.06.003.00052,Karet Kusen Aluminium,2023-06-30,M,,20.0
1.1.7.02.01.06.003.00081,Engsel,2022-11-03,SET,,32.0
1.1.7.02.01.06.003.00081,Engsel,2023-06-30,SET,,2.0
1.1.7.02.02.03.004.00006,Klem Pipa,2022-11-02,BUAH,,3186.0
1.1.7.02.02.06.001.00004,Pipa Pvc Dia. 1/ 2,2025-07-03,BATANG,Type Aw,190.0
1.1.7.02.02.06.001.00006,Pipa Pvc Dia. 1,2023-12-31,BATANG,Type Aw,990.0
1.1.7.02.02.06.001.00005,Pipa Pvc Dia. 3/ 4,2025-07-05,BATANG,Type Aw,250.0
1.1.7.02.02.06.001.00072,Klem Pipa PVC AW 4",2022-11-04,BUAH,,164.0
1.1.7.02.02.06.001.00100,Elbow PVC,2022-11-04,BUAH,dia 4",7.0
1.1.7.02.02.06.001.00102,Knee 90 Ukuran 1/ 2,2022-11-04,BUAH,Type Aw,11.0
1.1.7.02.02.06.001.00104,Knee 90 Ukuran 1,2022-11-04,BUAH,Type Aw,3.0
1.1.7.02.02.06.001.00109,Knee 90 Ukuran 4,2022-09-05,BUAH,Type Aw,923.0
1.1.7.02.02.06.001.00109,Knee 90 Ukuran 4,2023-06-30,BUAH,Type Aw,6.0
1.1.7.02.02.06.001.00109,Knee 90 Ukuran 4,2023-12-15,BUAH,Type Aw,4.0
1.1.7.02.02.06.001.00122,Pipa Pvc Dia. 2,2022-09-05,BATANG,Type Aw,426.0
1.1.7.02.02.06.001.00122,Pipa Pvc Dia. 2,2023-12-15,BATANG,Type Aw,8.0
1.1.7.02.02.06.001.00122,Pipa Pvc Dia. 2,2025-07-03,BATANG,Type Aw,500.0
1.1.7.02.02.06.001.00125,Pipa Pvc Dia. 4,2025-07-06,BATANG,Type Aw,1464.0
1.1.7.02.02.06.001.00127,Pipa Pvc Dia. 6,2022-09-05,BATANG,Type Aw,740.0
1.1.7.02.02.06.001.00177,Tee 1",2022-11-04,BUAH,Type AW,10.0
1.1.7.02.02.06.001.00186,Socket 4",2022-09-05,BUAH,Type AW,2455.0
1.1.7.01.03.08.001.00306,Kabel Nym,2025-07-03,M,3X2.5 Mm,5000.0
1.1.7.01.01.01.019.00002,Kawat Bronjong,2025-07-08,UNIT,Uk. 100 x 50 x 200,15.0
1.1.7.01.01.05.002.00049,Kayu Lapis,2025-07-07,LEMBAR,Triplek Uk.122X244X9 Mm,122.0
