kode,nama_barang,tanggal,satuan,merk,stok
1.1.7.01.01.04.002.05008,Oli Mesin,2024-07-17,GALON,SAE 40 (5 liter/galon),15.0
1.1.7.01.01.04.002.05022,Oli Mesin,2025-05-19,JERIGEN,Meditran SAE 40 (5 liter/Jerigen),75.0
1.1.7.01.01.04.002.05023,Oli Mesin,2025-05-19,JERIGEN,Mesran SAE 40 (5 Liter / Jerigen),148.0
1.1.7.01.01.04.002.05024,Oli Mesin,2025-05-19,BOTOL,Mesran SAE40 (1 Liter/Botol),270.0
1.1.7.01.01.04.002.05025,Oli Mesin,2025-05-19,DRUM,Rored SAE 140 (200 liter/Drum),8.0
1.1.7.01.01.04.003.00054,Oli Hidrolik,2023-11-13,LITER,Oli Turalik 52 SAE 10/ Oli 10 Hidrolik/ Oli Drum SJP VG-68 1 Drum isi 200 liter,0.0
1.1.7.01.01.04.003.00096,Oli Turalik,2024-07-17,DRUM,,0.0
1.1.7.01.01.04.003.00096,Oli Turalik,2025-05-19,DRUM,,12.0
1.1.7.01.03.07.015.00468,Gembok,2023-07-20,BUAH,Bahan Besi Stainless Anti Karat,38.0
1.1.7.01.03.08.001.00091,Mcb,2023-12-05,BUAH,Standar Pln 25A,10.0
1.1.7.01.03.08.001.00092,Mcb,2023-12-05,BUAH,Standar Pln 32A,9.0
1.1.7.01.03.08.001.00093,Mcb,2023-12-05,BUAH,1 Phase 6 Ampere,8.0
1.1.7.01.03.08.001.00102,Mcb,2023-12-05,BUAH,Standar Pln 3 Phase 10A,3.0
1.1.7.01.03.08.001.00103,Mcb,2023-12-05,BUAH,Standar Pln 3 Phase 16A,5.0
1.1.7.01.03.08.001.00106,Mcb,2023-12-05,BUAH,20 A 3 Phase,4.0
1.1.7.01.03.08.001.00114,Mcb,2023-12-05,BUAH,"1 Fasa Kap. 20 A/4,5 Ka 230/240V Sni Iec",10.0
1.1.7.01.03.08.001.00363,Kabel Nyy,2023-11-09,METER,4x50 mm,20.0
1.1.7.01.03.08.001.00365,Kabel Nya,2023-11-09,M,"Kawat 0.7 mm",100.0
1.1.7.01.03.08.001.00366,Kabel Serabut,2023-11-09,ROLL,AWG 24 SNI Isi 2,5.0
1.1.7.01.03.08.001.00366,Kabel Serabut,2023-12-05,ROLL,AWG 24 SNI Isi 2,3.0
1.1.7.01.03.08.001.50009,Kabel NYYHY,2024-07-08,ROLL,2x2.5 (1 Roll = 50M),4.0
1.1.7.01.03.08.001.50010,Kabel Gulung Roll,2024-07-08,PCS,4 Lubang 50 M,20.0
1.1.7.01.03.08.001.50010,Kabel Gulung Roll,2024-12-03,PCS,4 Lubang 50 M,13.0
1.1.7.01.03.08.002.00011,Rumah Lampu TL,2020-01-02,BUAH,36 Watt Standard,404.0
1.1.7.01.03.08.002.00013,Lampu LED,2024-12-03,BUAH,40 watt,0.0
1.1.7.01.03.08.002.00014,Rumah lampu TL LED,2022-09-13,UNIT,Housing : SIMBAT 1XTL-D 36WTMS012,111.0
1.1.7.01.03.08.002.00025,Fitting Lampu Flc,2020-01-02,BUAH,,100.0
1.1.7.01.03.08.002.00081,Lampu Lalu Lintas,2024-10-02,BUAH,,76.0
1.1.7.01.03.08.002.00091,Pilot Lamp,2020-01-02,BUAH,,276.0
1.1.7.01.03.08.002.00127,Lampu sorot,2024-07-08,PCS,Led 100 wat,65.0
1.1.7.01.03.08.002.00129,Lampu PJU,2023-11-09,PCS,Spesifikasi : all in one 100 watt (ac 220v),0.0
1.1.7.01.03.08.002.00218,Lampu Tl,2024-07-08,BUAH,36 Watt,329.0
1.1.7.01.03.08.002.00218,Lampu Tl,2024-12-03,BUAH,36 Watt,249.0
1.1.7.01.03.08.002.00330,Lampu Emergency,2024-12-03,BUAH,,1.0
1.1.7.01.03.08.002.00358,Lampu Led,2024-07-08,BUAH,18 W,4.0
1.1.7.01.03.08.002.00358,Lampu Led,2024-12-03,BUAH,18 W,60.0
1.1.7.01.03.08.002.00392,Lampu Tornado,2024-12-03,BUAH,24 Watt,8.0
1.1.7.01.03.08.002.00429,Lampu Sorot,2024-12-03,PCS,Led 400 Watt,118.0
1.1.7.01.03.08.002.00435,Lampu Led,2024-12-03,BUAH,9 watt,0.0
1.1.7.01.03.08.002.00439,Lampu Sorot,2024-07-08,BUAH,50 W,86.0
1.1.7.01.03.08.002.50018,Lampu LED,2024-07-08,PCS,12 Watt,40.0
1.1.7.01.03.08.002.50066,Lampu Sorot,2024-12-03,UNIT,LED 100 Watt,112.0
1.1.7.01.03.08.002.50067,Lampu LED,2024-12-03,PCS,30 Watt,102.0
1.1.7.01.03.08.002.50068,Lampu Sorot,2024-12-03,PCS,1000 Watt,8.0
1.1.7.01.03.08.003.00001,Stop Kontak,2024-12-03,UNIT,6 lubang (socket),0.0
1.1.7.01.03.08.003.00002,Stacker Arde T,2022-09-13,UNIT,10A/250V,2.0
1.1.7.01.03.08.003.00014,Stop Kontak,2023-12-05,BUAH,Outbow 4 Lubang,0.0
1.1.7.01.03.08.003.00029,Stop Kontak,2020-01-02,BUAH,Extention,0.0
1.1.7.01.03.08.003.00040,Box Panel Listrik,2023-11-09,PCS,Spesifikasi : 30x40x18 T Plat 1.2 mm,6.0
1.1.7.01.03.08.003.00040,Box Panel Listrik,2023-12-05,PCS,Spesifikasi : 30x40x18 T Plat 1.2 mm,6.0
1.1.7.01.03.08.003.00041,Box MCB,2023-11-09,PCS,Spesifikasi : 2 Grup (Model Tanam),1.0
1.1.7.01.03.08.003.00041,Box MCB,2023-12-05,PCS,Spesifikasi : 2 Grup (Model Tanam),8.0
1.1.7.01.03.08.003.00042,Circuit Breaker,2023-11-09,PCS,Spesifikasi : MCCB 3P 50 A,1.0
1.1.7.01.03.08.003.00042,Circuit Breaker,2023-12-05,PCS,Spesifikasi : MCCB 3P 50 A,5.0
1.1.7.01.03.08.003.00043,Circuit Breaker,2023-11-09,PCS,Spesifikasi : MCCB 3P 25 A,1.0
1.1.7.01.03.08.003.00043,Circuit Breaker,2023-12-05,PCS,Spesifikasi : MCCB 3P 25 A,4.0
1.1.7.01.03.08.003.00044,Kontaktor,2023-11-09,UNIT,3 Phase 220V AC (25 Ampere),15.0
1.1.7.01.03.08.003.00044,Kontaktor,2023-12-05,UNIT,3 Phase 220V AC (25 Ampere),15.0
1.1.7.01.03.08.003.00045,Stop Kontak,2023-11-09,PCS,3 Phase 5 pin 63a,5.0
1.1.7.01.03.08.003.00046,Stop Kontak,2023-12-05,PCS,Outblow 3 Lubang,7.0
1.1.7.01.03.08.003.00047,Terminal Block,2023-11-09,PCS,25A TB2506-2512 12p,16.0
1.1.7.01.03.08.003.00047,Terminal Block,2023-12-05,PCS,25A TB2506-2512 12p,20.0
1.1.7.01.03.08.003.00048,Terminal Block Grounding,2023-11-09,PCS,10 pole M5 8x12 mm,20.0
1.1.7.01.03.08.003.00048,Terminal Block Grounding,2023-12-05,PCS,10 pole M5 8x12 mm,20.0
1.1.7.01.03.08.003.00049,Terminal Block Grounding,2023-11-09,PCS,12 pole M5 8x12 mm,20.0
1.1.7.01.03.08.003.00049,Terminal Block Grounding,2023-12-05,PCS,12 pole M5 8x12 mm,17.0
1.1.7.01.03.08.003.00050,Stop Kontak,2023-12-05,PCS,Outblow 2 Lubang,20.0
1.1.7.01.03.08.004.00003,Saklar Tunggal,2020-01-02,BUAH,,82.0
1.1.7.01.03.08.004.00020,Saklar Ganda,2020-01-02,BUAH,,72.0
1.1.7.01.03.08.004.00037,Circuit Breaker,2023-11-09,PCS,Spesifikasi : MCCB 3P 150 A,1.0
1.1.7.01.03.08.004.00037,Circuit Breaker,2023-12-05,PCS,Spesifikasi : MCCB 3P 150 A,2.0
1.1.7.01.03.08.004.00038,Handel,2023-12-05,PCS,Spesifikasi : 3 Phase 400a,10.0
1.1.7.01.03.08.004.00039,Tombol Emergency,2023-12-05,PCS,,4.0
1.1.7.01.03.08.004.00040,Volt Meter,2023-11-09,PCS,300V 72x72,12.0
1.1.7.01.03.08.004.00040,Volt Meter,2023-12-05,PCS,300V 72x72,15.0
1.1.7.01.03.08.004.00041,Box MCB,2023-11-09,PCS,Spesifikasi : 8 Grup (Model Tanam),7.0
1.1.7.01.03.08.004.00041,Box MCB,2023-12-05,PCS,Spesifikasi : 8 Grup (Model Tanam),10.0
1.1.7.01.03.08.004.00042,Terminal Block,2023-11-09,PCS,25A TB2506-2512 6p,20.0
1.1.7.01.03.08.004.00042,Terminal Block,2023-12-05,PCS,25A TB2506-2512 6p,20.0
1.1.7.01.03.08.005.00006,Stacker,2023-12-05,BUAH,,0.0
1.1.7.01.03.08.005.00010,Stacker Kaki Tiga,2024-12-03,BUAH,,16.0
1.1.7.01.03.08.005.00013,Stacker,2023-11-09,PCS,3 Phase 5 pin 63a,5.0
1.1.7.01.03.08.005.00014,Stacker Cok Genset,2023-11-09,PCS,Plug 3 Kaki 20A 250V,12.0
1.1.7.01.03.08.005.00014,Stacker Cok Genset,2023-12-05,PCS,Plug 3 Kaki 20A 250V,30.0
1.1.7.01.03.08.005.05001,Stacker,2024-07-08,PCS,Kaki 2,97.0
1.1.7.01.03.08.005.05001,Stacker,2024-12-03,PCS,Kaki 2,3.0
1.1.7.01.03.08.006.00071,Ballast Lampu TL,2023-11-09,PCS,Spesifikasi : 30-40 Watt,49.0
1.1.7.01.03.08.006.00071,Ballast Lampu TL,2023-12-05,PCS,Spesifikasi : 30-40 Watt,90.0
1.1.7.01.03.08.006.00071,Ballast Lampu TL,2024-07-08,PCS,Spesifikasi : 30-40 Watt,300.0
1.1.7.01.03.08.007.00003,Starter Lampu Tl,2023-11-09,BUAH,,600.0
1.1.7.01.03.08.007.00003,Starter Lampu Tl,2023-12-05,BUAH,,588.0
1.1.7.01.03.08.008.00006,Fiting Lampu PLC,2020-01-02,BUAH,,30.0
1.1.7.01.03.08.008.00007,Fiting Lampu PLS,2020-01-02,BUAH,,30.0
1.1.7.01.03.08.008.00052,Fitting Lampu TL,2023-11-09,PCS,Spesifikasi : 18-36 Watt,146.0
1.1.7.01.03.08.008.00052,Fitting Lampu TL,2023-12-05,PCS,Spesifikasi : 18-36 Watt,300.0
1.1.7.01.03.08.008.00052,Fitting Lampu TL,2024-07-08,PCS,Spesifikasi : 18-36 Watt,200.0
1.1.7.01.03.08.008.05002,Rumah Lampu LED,2024-12-03,UNIT,8 W - 40 W,75.0
1.1.7.01.03.08.009.00032,Accu,2022-08-24,BUAH,12V - 100 Ah,0.0
1.1.7.01.03.08.009.00036,Accu,2022-08-23,BUAH,12V - 70 Ah,0.0
1.1.7.01.03.08.009.00040,Accu,2020-01-02,BUAH,12 Volt / 35 Ah,2.0
1.1.7.01.03.08.009.00040,Accu,2022-08-23,BUAH,12 Volt / 35 Ah,3.0
1.1.7.01.03.08.009.00041,Accu,2022-08-23,BUAH,12 Volt / 69 Ah,1.0
1.1.7.01.03.08.009.00048,Accu 18 Ampere,2020-01-02,BUAH,Accu 12 volt / 18 Ampere Standar SNI Merk YUASA,1.0
1.1.7.01.03.08.009.00065,Accu 12V - 45 Ah,2020-01-02,BUAH,,2.0
1.1.7.01.03.08.009.00065,Accu 12V - 45 Ah,2022-08-23,BUAH,,3.0
1.1.7.01.03.08.009.00093,Air Accu,2020-01-02,BOTOL,Air Accu Zuur Kemasan,516.0
1.1.7.01.03.08.012.00002,Tang Crimping,2022-10-03,UNIT,,3.0
1.1.7.01.03.08.012.00031,Mangkokan elektrik,2022-10-03,PCS,Spesifikasi : kotak,216.0
1.1.7.01.03.08.012.00032,Solder timah batangan,2022-10-03,PCS,200watt,8.0
1.1.7.01.03.08.012.00082,Circuit breaker,2022-10-03,PCS,Spesifikasi : MCCB 50A,4.0
1.1.7.01.03.08.012.00085,Tang/Press Skun Hidraulik,2022-10-03,PCS,Diameter 70 mm,3.0
1.1.7.01.03.08.012.00086,Relay,2022-10-03,PCS,Spesifikasi : 12V + soket,18.0
1.1.7.01.03.08.012.00087,Relay,2022-10-03,PCS,Spesifikasi : relay 24V + soket,18.0
1.1.7.01.03.08.012.00088,Crimp kawat konektor,2023-11-09,PCS,Spesifikasi : 4mm (1 pack isi 100 pcs),500.0
1.1.7.01.03.08.012.00088,Crimp kawat konektor,2023-12-05,PCS,Spesifikasi : 4mm (1 pack isi 100 pcs),500.0
1.1.7.01.03.08.012.00089,Crimp kawat konektor,2023-11-09,PCS,"Spesifikasi : 2,5mm (1 pack isi 100 pcs)",500.0
1.1.7.01.03.08.012.00089,Crimp kawat konektor,2023-12-05,PCS,"Spesifikasi : 2,5mm (1 pack isi 100 pcs)",500.0
1.1.7.01.03.08.012.00090,Photo cell sensor siang malam,2023-12-05,PCS,Spesifikasi : SB 10 Ampere,6.0
1.1.7.01.03.08.012.00092,T-Dus instalasi listrik,2022-10-03,PCS,Spesifikasi : cabang 3,145.0
1.1.7.01.03.08.012.00093,T-Dus instalasi listrik,2022-10-03,PCS,Spesifikasi : cabang 4,80.0
1.1.7.01.03.08.012.00161,Relay,2022-10-03,BUAH,220 Volt,18.0
1.1.7.01.03.08.012.00161,Relay,2023-12-05,BUAH,220 Volt,20.0
1.1.7.01.03.08.012.00191,Suspension/gantungan clamp kabel twisted/SR,2022-10-03,PCS,Spesifikasi : 50-70mm,36.0
1.1.7.01.03.08.012.00226,Busbar Isolator,2023-11-09,PCS,Spesifikasi : SM-25/ SM25 6KV M6,44.0
1.1.7.01.03.08.012.00226,Busbar Isolator,2023-12-05,PCS,Spesifikasi : SM-25/ SM25 6KV M6,50.0
1.1.7.01.03.08.012.00227,Circuit Breaker,2023-11-09,PCS,Spesifikasi : MCCB 3P 100 A,2.0
1.1.7.01.03.08.012.00227,Circuit Breaker,2023-12-05,PCS,Spesifikasi : MCCB 3P 100 A,2.0
1.1.7.01.03.08.012.00228,Frekuensi Meter,2023-12-05,PCS,Spesifikasi : 220v 96x96,10.0
1.1.7.01.03.08.012.00229,Panel Meter Pengukuran Amperemeter Analog AC DC,2023-11-09,PCS,10A besar,12.0
1.1.7.01.03.08.012.00229,Panel Meter Pengukuran Amperemeter Analog AC DC,2023-12-05,PCS,10A besar,15.0
1.1.7.01.03.08.012.00230,Push Button,2023-12-05,PCS,AC 250 V Hijau,10.0
1.1.7.01.03.08.012.00231,Push Button,2023-12-05,PCS,AC 250 V Merah,4.0
1.1.7.01.03.08.012.00232,Skun Garpu Tembaga,2023-11-09,PCS,2.5 mm,100.0
1.1.7.01.03.08.012.00232,Skun Garpu Tembaga,2023-12-05,PCS,2.5 mm,100.0
1.1.7.01.03.08.012.00236,Busbar Arde Tembaga,2023-11-09,PCS,Spesifikasi : 15x2x180 + Ground/ Terminal Nol Plat Isolator,19.0
1.1.7.01.03.08.012.00236,Busbar Arde Tembaga,2023-12-05,PCS,Spesifikasi : 15x2x180 + Ground/ Terminal Nol Plat Isolator,20.0
1.1.7.01.03.08.012.00237,Current Transformeter,2023-11-09,PCS,Spesifikasi : 50/5A,12.0
1.1.7.01.03.08.012.00237,Current Transformeter,2023-12-05,PCS,Spesifikasi : 50/5A,15.0
1.1.7.01.03.08.012.00239,Timer Panel,2023-12-05,PCS,220 V,4.0
1.1.7.01.03.08.012.00241,Kontaktor,2023-11-09,UNIT,3 Phase 220V 32 Ampere,15.0
1.1.7.01.03.08.012.00241,Kontaktor,2023-12-05,UNIT,3 Phase 220V 32 Ampere,15.0
1.1.7.01.03.08.012.00242,Phase Indicator 3 Phase Rotation Tester,2023-11-09,PCS,,10.0
1.1.7.01.03.08.012.00242,Phase Indicator 3 Phase Rotation Tester,2023-12-05,PCS,,10.0
1.1.7.01.03.08.012.00243,Power Supply,2023-12-05,UNIT,24V 10A,2.0
1.1.7.01.03.08.012.00244,String Clamp Cable Twisted (SR),2023-11-09,PCS,Uk 50-70,26.0
1.1.7.01.03.08.012.00244,String Clamp Cable Twisted (SR),2023-12-05,PCS,Uk 50-70,30.0
1.1.7.01.03.08.012.00245,String Camp Kabel Twisted (SR),2023-11-09,PCS,6-16 mm,27.0
1.1.7.01.03.08.012.00245,String Camp Kabel Twisted (SR),2023-12-05,PCS,6-16 mm,30.0
1.1.7.01.03.08.012.00247,Tespen DC,2023-12-05,PCS,,0.0
1.1.7.01.03.09.002.00007,Helm Lapangan,2024-08-02,BUAH,Safety Helmet,70.0
1.1.7.01.03.09.003.00162,Celana Panjang,2024-08-02,BUAH,"Celana Panjang (Bahan/ Warna : Bellini , Biru) Outdoor",69.0
1.1.7.01.03.09.003.00183,Kaos Lapangan,2024-08-02,BUAH,Berlogo Dki,114.0
1.1.7.01.03.09.005.00028,SEPATU BOOT,2024-08-02,PASANG,BAHAN KARET SINTETIS FULL KARET KOMBINASI KANVAS,136.0
1.1.7.01.03.09.006.00025,Kacamata Pengaman,2023-07-17,BUAH,"Terbuat Dari Bahan Plastik Lentur , Dan Pengikat Karet Dibelakang",0.0
1.1.7.01.03.09.007.00004,GOLOK,2024-10-02,BUAH,BAHAN BESI TEMPA DENGAN GAGANG KAYU,9.0
1.1.7.01.03.09.007.00006,BLENCONG,2024-10-02,BUAH,BESI BAJA RUNCING PIPIH,0.0
1.1.7.01.03.09.007.00024,CANGKUL,2024-10-02,UNIT,BESAR BAHAN BESI TEMPA DENGAN GAGANG KAYU,0.0
1.1.7.01.03.09.007.00032,Linggis,2024-10-02,BUAH,,12.0
1.1.7.01.03.09.007.00065,Kampak,2024-10-02,BUAH,Material Dari Baja Grip Pegangan Kayum Panjang bilah 15cm Lebar mata Bilah 10cm Bagian belakang 2.3x4 cm (martil) Material High carbon steel Premium Germany Quality,0.0
1.1.7.01.03.09.007.00216,Gunting Beton,2024-10-02,UNIT,,12.0
1.1.7.01.03.09.007.05041,Terpal Plastik A12,2024-10-02,LEMBAR,uk. A12 (6x9) m2,9.0
1.1.7.01.03.09.007.05043,Lifting webbing sling,2024-10-02,BUAH,4 ton x 4 m,1.0
1.1.7.01.03.09.007.05044,Lifting webbing sling,2024-10-02,BUAH,3 ton x 5 m,13.0
1.1.7.01.03.13.001.00002,Timbangan Duduk,2023-09-29,SET,Spesifikasi Timbangan Digital MT 2000 Kapasitas 100 kg Plat stainless steel LED Display Plat 40 x 50 cm,5.0
1.1.7.01.03.13.001.00009,Panel Box 50x70x20 cm,2020-01-02,BUAH,,6.0
1.1.7.01.05.01.002.00001,Pagar Pengaman,2023-05-31,BUAH,2.20 x 2.0 M,6.0
1.1.7.01.05.01.004.00038,BLOWER,2024-07-11,UNIT,kapasitas 1.35 m3/min head 3000 mmAq daya listrik 1.5 kW 380V 3 phase 50 Hz.,3.0
1.1.7.01.05.01.004.00163,Power Supply,2023-11-09,BUAH,24V,1.0
1.1.7.01.05.01.004.00249,TOOL KIT,2023-10-04,SET,KOMPLIT,8.0
1.1.7.01.05.01.004.00249,TOOL KIT,2024-08-26,SET,KOMPLIT,5.0
1.1.7.01.05.01.004.00259,SOLDER LISTRIK,2022-09-29,UNIT,30 S.D 40 W,4.0
1.1.7.01.05.01.004.00287,Gerobak Celeng,2024-10-02,BUAH,,0.0
1.1.7.01.05.01.004.00304,SEPTICKTANK BIOTECH,2020-01-02,UNIT,KAPASITAS 1500 LITER,2.0
1.1.7.01.05.01.004.00305,SEPTICKTANK BIOTECH,2020-01-02,UNIT,KAPASITAS 5000 LITER,2.0
1.1.7.01.05.01.004.00406,Tangki Air,2024-10-02,BUAH,Kapasitas Toren 1000 Liter,4.0
1.1.7.01.05.01.004.00581,Tang/Press Skun,2022-10-03,PCS,Diameter 2.5 mm s/d 10 mm,4.0
1.1.7.01.05.01.004.00582,Tang rivet,2022-10-03,PCS,Spesifikasi : Ukuran 2.4 3.2 4.0 4.8 mm,8.0
1.1.7.01.05.01.004.00659,Kikir gergaji,2024-10-02,PCS,,18.0
1.1.7.01.05.01.004.00816,Kotak P3K/ First Aid Kit Box,2023-07-20,SET,Type : First Aid 01 Ukuran : P 80 X L 40 X T 60 Cm - One Centre Door Frame Material Plywood W/ Auto Sanding Process - Door Panel Frame Layered W/ High Pressure Laminate Thin Wood Accent Pvc Layer Sheet - High Pressure Laminate Process W/ Adhesive - One Centre Door Material Glass 5 Mm - Attached Self-Adhesive Red Cross Insignia On Glass Panel - Two Vertical Square Column Support On Door Panel - One Equipment Support Rack Material Plywood Laminate Thin Wood Accent Pvc Layer Sheet - Door W/ Steel Door Hinges And Handles - Door Equipped W/ Interior Rubber Impact Reduction & Lock System - Dual Steel Iron Bolt Hanger Construction System,3.0
1.1.7.01.05.01.004.00848,Contact Cleaner,2023-12-05,TUBE,Spesifikasi : 18 Multi Purpose Lubricant 500 ml,4.0
1.1.7.01.05.01.004.00852,Obeng Listrik,2023-12-05,SET,1000 Volt,0.0
1.1.7.01.05.01.004.50387,Mesin Pemotong Dahan Atau Ranting,2024-08-26,UNIT,Ukuran 18",4.0
1.1.7.01.05.01.004.50388,Impact Drill Bor Listrik,2024-08-26,BUAH,tenaga listrik; tipe 48 S,5.0
1.1.7.01.05.01.004.50389,Generator Set Portable,2024-08-26,UNIT,,2.0
1.1.7.02.02.06.001.00254,Elbow,2023-12-05,PCS,Spesifikasi : 20 mm,300.0
1.1.7.01.01.04.001.00017,Solar non subsidi,2024-07-16,LITER,,0.0
1.1.7.01.01.04.001.00017,Solar non subsidi,2024-12-02,LITER,,0.0
1.1.7.01.01.04.001.00017,Solar non subsidi,2024-12-02,LITER,,2060.0
1.1.7.01.01.04.001.00017,Solar non subsidi,2024-12-02,LITER,,0.0
1.1.7.01.01.04.001.00017,Solar non subsidi,2024-12-02,LITER,,0.0
