kode,nama_barang,tanggal,satuan,merk,stok
1.1.7.01.01.01.012.00076,Besi Beton,2024-05-31,BATANG,Dia 16 Mm 12M,0.0
1.1.7.01.01.01.012.00077,Besi Beton,2025-06-30,BATANG,Dia 12 Mm 12M,1149.0
1.1.7.01.01.01.012.00078,Besi Beton,2025-06-30,BATANG,Dia 10 Mm 12M,2449.0
1.1.7.01.01.01.012.00079,Besi Beton,2025-03-12,BATANG,Dia 8 Mm 12M,0.0
1.1.7.01.01.01.012.00079,Besi Beton,2025-06-30,BATANG,Dia 8 Mm 12M,2962.0
1.1.7.01.01.01.012.00083,Besi Beton,2025-03-12,KG,Polos Diameter 10,0.0
1.1.7.01.01.01.012.00084,Besi Beton,2025-03-12,KG,Polos Diameter 12,0.0
1.1.7.01.01.01.012.00102,besi beton,2023-03-31,BATANG,polos diameter 22 SNI,37.0
1.1.7.01.01.01.012.00103,besi beton,2024-05-31,BATANG,ulir diameter 13 SNI,0.0
1.1.7.01.01.01.012.00121,Plat Strip,2020-01-02,KG,,21.0
1.1.7.01.01.01.012.00128,Besi Plat Hitam,2023-06-30,LEMBAR,5mm x 4'' x 8'' (5mm x 122cm x 244cm) SNI,9.0
1.1.7.01.01.01.012.00128,Besi Plat Hitam,2024-06-30,LEMBAR,5mm x 4'' x 8'' (5mm x 122cm x 244cm) SNI,40.0
1.1.7.01.01.01.012.00129,Besi Plat Hitam,2024-06-30,LEMBAR,8mm x 4" x 8" (8mm x 122 x 244cm) SNI,22.0
1.1.7.01.01.01.012.00130,Besi UNP,2024-06-30,BATANG,65 x 42 x 5mm x 6meter SNI,1.0
1.1.7.01.01.01.012.00132,Longdrat,2023-03-31,BATANG,12 MM X 1 M SNI,32.0
1.1.7.01.01.01.012.00135,Besi Siku,2024-06-30,BATANG,40x40x5mm Panjang 6Meter SNI,37.0
1.1.7.01.01.01.012.00136,Besi Plat Hitam,2023-06-30,LEMBAR,2mm x 4" x 8" (2mm x 122cm x 244cm) SNI,0.0
1.1.7.01.01.01.012.00137,Besi UNP,2024-06-30,BATANG,100 x 50 x 5mm x 6meter SNI,0.0
1.1.7.01.01.01.012.00138,Kapur Besi,2023-03-31,BATANG,125 mm x 12 mm x 5 mm,140.0
1.1.7.01.01.01.012.05002,Besi UNP,2024-06-30,BATANG,80 x 45 x5mm x 6m SNI,0.0
1.1.7.01.01.01.014.50002,Spandek,2024-11-30,M2,Spandek Hi Ten Zincalume Tebal 0.45mm,18.0
1.1.7.01.01.01.015.00006,U-Ditch,2020-01-02,UNIT,Panjang Efektif 1.20 M U 300/ 400,1.0
1.1.7.01.01.01.015.00008,U-Ditch,2024-11-30,UNIT,Panjang Efektif 1.20 M U 400/ 400,0.0
1.1.7.01.01.01.015.00008,U-Ditch,2025-04-30,UNIT,Panjang Efektif 1.20 M U 400/ 400,0.0
1.1.7.01.01.01.015.00008,U-Ditch,2025-05-31,UNIT,Panjang Efektif 1.20 M U 400/ 400,0.0
1.1.7.01.01.01.015.00008,U-Ditch,2025-06-30,UNIT,Panjang Efektif 1.20 M U 400/ 400,7487.0
1.1.7.01.01.01.015.00011,U-Ditch,2024-06-30,UNIT,Panjang Efektif 1.20 M U 600/ 600,0.0
1.1.7.01.01.01.015.00011,U-Ditch,2024-07-31,UNIT,Panjang Efektif 1.20 M U 600/ 600,0.0
1.1.7.01.01.01.015.00011,U-Ditch,2024-11-30,UNIT,Panjang Efektif 1.20 M U 600/ 600,0.0
1.1.7.01.01.01.015.00017,U-Ditch,2020-01-02,UNIT,Panjang Efektif 1.20 M U 1200/ 1200,3.0
1.1.7.01.01.01.015.00022,Box Culvert,2024-05-31,UNIT,Bc 600X600 High Duty Panjang 1.00 M,0.0
1.1.7.01.01.01.015.00022,Box Culvert,2024-11-30,UNIT,Bc 600X600 High Duty Panjang 1.00 M,18.0
1.1.7.01.01.01.015.00023,Box Culvert,2024-11-30,UNIT,Bc 800X800 High Duty Panjang 1.00 M,45.0
1.1.7.01.01.01.015.00030,Tutup U-Ditch,2024-11-30,UNIT,Tutup U 400 Light Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.00030,Tutup U-Ditch,2025-04-30,UNIT,Tutup U 400 Light Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.00031,Tutup U-Ditch,2024-06-30,UNIT,Tutup U 600 Light Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.00031,Tutup U-Ditch,2024-07-31,UNIT,Tutup U 600 Light Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.00031,Tutup U-Ditch,2024-11-30,UNIT,Tutup U 600 Light Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.00036,Tutup U-Ditch,2025-05-31,UNIT,Tutup U-Ditch 400-100/ 600 Mm Heavy Duty (Hd),0.0
1.1.7.01.01.01.015.00095,Saluran Terbuka,2023-06-30,METER,Tipe U-ditch 800x800 mm Duty Panjang Efektik 1200 mm,130.0
1.1.7.01.01.01.015.00099,Box Culvert,2022-04-19,METER,Bc 800x800 High Duty Panjang 1000 mm,0.0
1.1.7.01.01.01.015.00100,Box Culvert,2022-04-19,METER,Bc 1000x1000 High Duty Panjang 1000 mm,0.0
1.1.7.01.01.01.015.00101,Box Culvert,2022-12-31,METER,Bc 1200x1200 High Duty Panjang 1000 mm,4.0
1.1.7.01.01.01.015.00101,Box Culvert,2023-06-30,METER,Bc 1200x1200 High Duty Panjang 1000 mm,10.0
1.1.7.01.01.01.015.00101,Box Culvert,2023-09-30,METER,Bc 1200x1200 High Duty Panjang 1000 mm,10.0
1.1.7.01.01.01.015.00104,Tutup U-Ditch,2020-01-02,METER,Tutup U 1000 High Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.00104,Tutup U-Ditch,2022-04-19,METER,Tutup U 1200 High Duty Panjang Efektif 0.60 M,93.6
1.1.7.01.01.01.015.00105,saluran terbuka tipe u-ditch,2022-05-25,METER,duty panjang efektif 1.20 M U 1000/1000,58.8
1.1.7.01.01.01.015.00106,buis beton sumur resapan,2022-10-31,UNIT,diameter 100cm tinggi 50cm tebal 12cm jumlah lubang per satu buis 6 buah dengan diameter 2 inch mutu beton K-225,179.0
1.1.7.01.01.01.015.00107,tutup buis beton,2022-10-31,UNIT,diameter 100 cm beton bertulang mutu beton K-300,2.0
1.1.7.01.01.01.015.00147,Tutup U-Ditch,2023-10-31,METER,Tutup U 400 Light Duty Panjang Efektif 0.60,0.0
1.1.7.01.01.01.015.00148,U-Ditch,2023-05-31,METER,1200,27.6
1.1.7.01.01.01.015.00148,U-Ditch,2023-06-30,METER,1200,62.4
1.1.7.01.01.01.015.00148,U-Ditch,2023-09-30,METER,1200,90.0
1.1.7.01.01.01.015.05002,Tutup U-Ditch,2024-06-30,UNIT,Tutup U 600 High Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.015.05002,Tutup U-Ditch,2024-11-30,UNIT,Tutup U 600 High Duty Panjang Efektif 0.60 M,0.0
1.1.7.01.01.01.016.00020,Plat strip,2024-06-30,BATANG,9mm x 75mm panjang 6 meter SNI,0.0
1.1.7.01.01.01.016.00021,Plat strip,2024-06-30,BATANG,6mm x 38mm panjang 6 meter SNI,95.0
1.1.7.01.01.01.016.00022,Plat strip,2024-06-30,BATANG,6mm x 50mm panjang 6 meter SNI,132.0
1.1.7.01.01.01.016.00024,Plat Strip,2024-06-30,LEMBAR,6mm x 65mm x 6Meter toleransi 0.5mm-6m SNI,75.0
1.1.7.01.01.01.016.00027,Plat Strip,2024-06-30,LEMBAR,9mm x 50mm x 6Meter toleransi 0.5mm-6m SNI,54.0
1.1.7.01.01.01.019.00002,Kawat Bronjong,2020-01-02,UNIT,Uk. 100 x 50 x 200,129.0
1.1.7.01.01.01.020.00006,Karung,2025-04-18,BUAH,Barang plastik anyaman ukuran 45x75 cm 25 kg,0.0
1.1.7.01.01.01.020.00007,Karung Plastik,2024-11-30,BUAH,,0.0
1.1.7.01.01.01.020.00007,Karung Plastik,2025-06-30,BUAH,,260000.0
1.1.7.01.01.01.021.00036,Thinner,2024-11-30,LITER,,332.0
1.1.7.01.01.01.024.00045,Klem Pagar BRC dan Baut Mur,2024-08-31,BUAH,,9.0
1.1.7.01.01.01.027.00020,Paku,2024-05-31,KG,Biasa 2" - 5",0.0
1.1.7.01.01.01.027.00020,Paku,2025-06-30,KG,Biasa 2" - 5",1.38
1.1.7.01.01.05.001.00020,Kawat,2023-03-31,KG,Beton,175.0
1.1.7.01.01.05.001.00020,Kawat,2023-04-30,KG,Beton,0.0
1.1.7.01.01.05.002.00005,Kayu,2023-03-31,BATANG,Dolken Gelam,704.0
1.1.7.01.01.05.002.00005,Kayu,2023-04-30,BATANG,Dolken Gelam,800.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2024-05-31,BATANG,Kaso uk 5/7,0.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2025-05-31,BATANG,Kaso uk 5/7,0.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2025-05-31,BATANG,Kaso uk 5/7,0.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2025-06-30,BATANG,Kaso uk 5/7,1815.0
1.1.7.01.01.05.002.00011,Kayu Kaso Meranti,2025-06-30,BATANG,Kaso uk 5/7,0.0
1.1.7.01.01.05.002.00057,Kayu Lapis,2025-05-31,LEMBAR,Multipleks Uk. (0.9 X 122 X 244)Cm,0.0
1.1.7.01.01.05.002.00057,Kayu Lapis,2025-05-31,LEMBAR,Multipleks Uk. (0.9 X 122 X 244)Cm,766.0
1.1.7.01.01.05.002.00057,Kayu Lapis,2025-06-30,LEMBAR,Multipleks Uk. (0.9 X 122 X 244)Cm,925.0
1.1.7.01.01.05.002.00057,Kayu Lapis,2025-06-30,LEMBAR,Multipleks Uk. (0.9 X 122 X 244)Cm,0.0
1.1.7.01.01.05.007.00044,Polyethylene HDPE Sheet,2020-01-02,LEMBAR,2.5cm x 122cm x 244 cm,3.0
1.1.7.01.01.05.007.00045,Polyethylene HDPE Sheet,2020-01-02,LEMBAR,4cm x 100 cm x 200 cm,1.0
1.1.7.01.01.10.001.00007,Refill tabung CO2,2024-11-30,TABUNG,gas Co2 1m3 tinggi 67cm diameter 14cm 5kg,45.0
1.1.7.01.01.10.001.05008,Refill tabung gas O2,2024-11-30,TABUNG,6 kg,35.0
1.1.7.01.01.10.002.00003,Pengisian tabung gas,2024-11-30,TABUNG,gas LPG uk. 12 Kg,37.0
1.1.7.01.02.01.001.00413,H Beam,2024-11-30,BATANG,Hb Gg 150 X 150 X 7 X 10Mm – 12 M,3.0
1.1.7.01.02.04.006.00101,Longdrat,2023-03-31,BATANG,14 MM X 1 M SNI,46.0
1.1.7.01.02.08.002.00172,Water Proofing,2020-01-02,PAIL,,0.0
1.1.7.01.03.01.010.00002,Lem Pipa uPVC,2023-03-31,BUAH,400 Gr,98.0
1.1.7.01.03.01.010.00130,Lem,2023-04-30,BOTOL,Sealent Botol,41.0
1.1.7.01.03.01.010.00135,Lem Pipa,2020-01-02,KALENG,Lokal Standar SNI 400 Gr,0.0
1.1.7.01.03.07.006.00013,Tali Rafia,2020-01-02,BUAH,Bahan Plastik Ukuran Standar,29.0
1.1.7.01.03.07.007.00167,Floor Drain,2020-01-02,BUAH,Floor Drain,17.0
1.1.7.02.01.06.002.00001,Tiang Pagar Brc,2024-08-31,BUAH,Dia 1.5" Tinggi 175 Cm (Hdg),195.0
1.1.7.02.01.06.002.00008,Pagar BRC,2024-08-31,UNIT,175mm x 240mm x 7mm,192.0
1.1.7.02.01.06.002.00009,Tiang BRC,2024-08-31,BUAH,Dia 1.5" Tinggi 120 Cm,152.0
1.1.7.02.01.06.002.00010,Pagar BRC,2024-08-31,BUAH,120 X 2440 X 7mm,83.0
1.1.7.02.01.06.003.00056,Karet Kusen Aluminium,2020-01-02,METER,Lebar Karet 5.5mm,260.0
1.1.7.02.02.03.002.05001,Pipa Galvanis,2024-06-30,BATANG,1 1/2" 2.9mm x 3.26 Kg/M x 6m,7.0
1.1.7.02.02.03.002.05002,Pipa Galvanis,2024-06-30,BATANG,2 1/2" x 3.2mm x 5.80 Kg/M x 6m,0.0
1.1.7.02.02.03.002.05003,Pipa Galvanis,2024-06-30,BATANG,4" 3.6mm x 9.88 Kg/M x 6m,9.0
1.1.7.02.02.04.001.00013,Socket 1-1/2,2020-01-02,PCS,PVC Drat Dalam Type AW SNI,35.0
1.1.7.02.02.04.001.00014,Socket 1-1/2,2020-01-02,PCS,PVC Drat Luar Type AW SNI,35.0
1.1.7.02.02.06.001.00032,Tutup Pipa PVC 4",2020-01-02,PCS,Jenis Saringan,35.0
1.1.7.02.02.06.001.00077,Sambungan Pipa PVC,2020-01-02,PCS,Tee dia. 4",22.0
1.1.7.02.02.06.001.00108,Knee 90 Ukuran 3,2020-01-02,BUAH,Type Aw,17.0
1.1.7.02.02.06.001.00122,Pipa Pvc Dia. 2,2024-04-30,BATANG,Type Aw,2271.0
1.1.7.02.02.06.001.00131,Pipa Pvc Dia. 10,2023-04-30,BATANG,Type D,20.0
1.1.7.02.02.06.001.00139,Tee 3",2020-01-02,BUAH,Type AW,30.0
1.1.7.02.02.06.001.00141,Socket 3",2020-01-02,BUAH,Type AW,25.0
1.1.7.02.02.06.001.00142,Y-Branch 3",2020-01-02,BUAH,Type AW,10.0
1.1.7.02.02.06.001.00144,Y-Branch 4",2020-01-02,BUAH,Type AW,9.0
1.1.7.02.02.06.001.00154,Elbow 45 derajat 3",2020-01-02,BUAH,Type AW,4.0
1.1.7.02.02.06.001.00161,Reducing Socket 4" x 3",2020-01-02,BUAH,Type AW,30.0
1.1.7.02.02.06.001.00178,Large Radius Tee 4",2020-01-02,BUAH,Type AW,9.0
1.1.7.02.02.06.001.00181,Large Radius Tee 3",2020-01-02,BUAH,Type AW,10.0
1.1.7.02.02.06.001.00186,Socket 4",2020-01-02,BUAH,Type AW,15.0
1.1.7.02.02.06.001.00198,SAMBUNGAN PIPA PVC-SOCK DIA. 4'',2020-01-02,PCS,,78.0
1.1.7.02.02.06.003.00027,Socket 1-1/4,2020-01-02,PCS,Drat Kasar Drat Luar Dalam (Satu Pasang) Type AW SNI,34.0
1.1.7.02.02.06.003.00028,Reducing Socket 4" x 6",2020-01-02,PCS,Type AW,50.0
1.1.7.01.05.01.004.00304,SEPTICKTANK BIOTECH,2020-01-02,UNIT,KAPASITAS 1500 LITER,2.0
1.1.7.01.05.01.004.00305,SEPTICKTANK BIOTECH,2020-01-02,UNIT,KAPASITAS 5000 LITER,2.0
1.1.7.01.05.01.002.00001,Pagar Pengaman,2023-05-31,BUAH,2.20 x 2.0 M,6.0
1.1.7.02.02.06.001.00079,Klem Selang,2020-01-02,BUAH,,89.0
1.1.7.01.01.01.006.00070,Cat Pylox Merah,2024-10-02,BUAH,,60.0
1.1.7.01.01.01.008.00036,Penggaris Siku,2024-10-02,BUAH,Stainless Steel; 170 x 300 mm,7.0
1.1.7.01.01.01.016.00029,Plat Tembaga Busbar,2023-11-09,BATANG,5mm x 20mm x 5cm,10.0
1.1.7.01.01.01.024.00025,Dynabolt,2022-09-29,DUS,Mur Baut,49.0
1.1.7.01.01.01.024.00037,Baut Roofing,2022-10-03,KOTAK,Spesifikasi: 10cm (1 kotak isi 250 pcs),0.0
1.1.7.01.01.01.024.00042,Baut Roofing,2022-10-03,KOTAK,Spesifikasi: 4cm (1 kotak isi 500 pcs),3.0
1.1.7.01.01.01.024.00061,Baut JP + Mur,2023-11-09,BOX,Spesifikasi: M4 5 CM,3.0
1.1.7.01.01.01.024.00062,Baut JP + Mur,2023-11-09,BOX,Spesifikasi: M6 5 CM,4.0
1.1.7.01.01.01.024.00067,Fisher s6,2023-11-09,BOX,,6.0
1.1.7.01.01.01.026.00007,Meteran,2024-10-02,BUAH,Meteran Hi Lock TAJIMA 5 Meter Japan,17.0
1.1.7.01.01.01.027.00030,Paku Rivet,2022-10-03,DUS,"Uk 4 x 11 mm, isi 1000 pcs",10.0
1.1.7.01.01.01.027.00035,Paku Clamp Beton,2023-11-09,KOTAK,Spesifikasi: ukuran 8,95.0
1.1.7.01.01.01.027.00036,Paku Clamp Beton,2023-11-09,KOTAK,Spesifikasi: ukuran 10,70.0
1.1.7.01.01.01.027.00037,Paku Clamp Beton,2023-11-09,KOTAK,Spesifikasi: ukuran 12,89.0
1.1.7.01.01.01.027.00038,Paku Rivet,2022-10-03,KOTAK,Spesifikasi: 5mm (1 kotak isi 500 pcs),10.0
1.1.7.01.01.01.027.00039,Paku Rivet,2022-10-03,KOTAK,Spesifikasi: 6mm,6.0
1.1.7.01.01.02.002.00885,Air Cooler (Air Radiator),2023-10-04,PCS,Radiator Coolant (5 Liter),15.0
1.1.7.01.01.02.003.00003,Freon AC / Refrigerant,2020-01-02,TABUNG,R11 Berat Bersih 10 kg,6.0
1.1.7.01.01.05.001.00038,Safety Net,2020-01-02,METER,,1200.0
1.1.7.01.01.05.003.00001,Timah Solder,2023-11-09,PCS,Diameter 0.6mm,5.0
1.1.7.01.02.01.001.00910,Kontaktor,2022-10-03,PCS,Spesifikasi: 3P 40A 220VAC,4.0
1.1.7.01.02.01.001.00910,Kontaktor,2023-11-09,PCS,Spesifikasi: 3P 40A 220VAC,15.0
1.1.7.01.02.01.001.00922,Ban Luar Viar,2022-10-21,UNIT,"Spesifikasi: Ban depan, ukuran 400-12 8Pr",2.0
1.1.7.01.02.01.001.00923,Ban Dalam Viar,2022-10-21,UNIT,"Spesifikasi: Ban depan, ukuran 400-12 8Pr",9.0
1.1.7.01.02.01.001.00930,Dongkrak Botol,2023-10-04,UNIT,2 Ton,5.0
1.1.7.01.02.01.001.01111,Alat Pengisi Angin Kompresor,2023-10-04,UNIT,,0.0
1.1.7.01.02.01.001.03735,Ban Luar,2022-10-21,BUAH,Ukuran 205/65 R 15 Tubeless,8.0
1.1.7.01.02.01.001.03739,Ban Luar,2022-10-21,UNIT,195/55 R16,4.0
1.1.7.01.02.01.001.03742,Ban Luar,2022-10-21,UNIT,185/70 R 14,4.0
1.1.7.01.02.01.001.03766,Ban Dalam,2022-08-03,BUAH,Ban Dalam Ukuran 1000 R 20,0.0
1.1.7.01.02.01.001.03780,Ban Luar,2022-08-03,BUAH,Ban Luar Ukuran 1000 R 20 16 Pr,0.0
1.1.7.01.02.01.001.03783,Ban Flap,2022-08-03,BUAH,Flap 20 R 1000,0.0
1.1.7.01.02.01.001.03972,MCB 1 Phase [A9K24104 (4A)],2023-11-09,PCS,,7.0
1.1.7.01.02.01.001.03973,MCB 3 Phase [A9K24306 (6A)],2023-11-09,PCS,,5.0
1.1.7.01.02.01.002.05001,Roda Troli,2024-10-02,BUAH,8 Inch,0.0
1.1.7.01.02.04.006.00014,Mata Solder,2023-11-09,BUAH,,20.0
1.1.7.01.02.04.006.50006,Roskam Kayu,2024-10-02,BUAH,"Kayu Jati, Panjang 40 cm",10.0
1.1.7.01.02.04.023.00001,Micrometer,2023-11-09,BUAH,,5.0
1.1.7.01.02.04.048.00005,Kontaktor,2022-10-03,PCS,Spesifikasi: 220V AC (25 Ampere),1.0
1.1.7.01.02.04.048.00006,Kontaktor,2022-10-03,PCS,Spesifikasi: 3 Phase 32Ampere,8.0
1.1.7.01.02.08.001.00022,Kunci Pipa,2023-10-04,BUAH,18 inchi,2.0
1.1.7.01.02.08.001.00027,Kunci Roda,2023-10-04,PCS,41mm x 21mm,15.0
1.1.7.01.02.08.001.00047,Mata Gergaji Besi,2024-10-02,BUAH,12 Inchi,107.0
1.1.7.01.02.08.001.00080,Chain Hoist,2023-10-04,UNIT,Kapasitas 5 Ton,13.0
1.1.7.01.02.08.001.00094,Skun Kabel AL-CU,2022-10-03,PCS,Diameter 70-12 mm,8.0
1.1.7.01.02.08.001.00094,Skun Kabel AL-CU,2023-11-09,PCS,Diameter 70-12 mm,50.0
1.1.7.01.02.08.002.00001,Palu Bodem,2024-10-02,SET,,5.0
1.1.7.01.02.08.002.00009,Waterpas,2023-09-29,UNIT,80 cm,0.0
1.1.7.01.02.08.002.00011,Kunci Inggris,2023-10-04,PCS,Ukuran: 8 Inch,6.0
1.1.7.01.02.08.002.00012,Kunci Inggris,2023-10-04,PCS,Ukuran: 12 Inch,6.0
1.1.7.01.02.08.002.00015,Kunci Inggris,2023-10-04,PCS,,5.0
1.1.7.01.02.08.002.00022,Pahat Beton,2024-10-02,BUAH,,0.0
1.1.7.01.02.08.002.00026,Palu Besi,2024-10-02,BUAH,Gagang Kayu,23.0
1.1.7.01.02.08.002.00039,Kaka Tua/ Catut,2024-10-02,BUAH,,6.0
1.1.7.01.02.08.002.00069,Sendok Semen,2024-10-02,BUAH,Ukuran 8" Gagang Kayu,15.0
1.1.7.01.02.08.002.00076,Penyedot Timah,2023-11-09,BUAH,,9.0
1.1.7.01.02.08.002.00101,Gergaji Kayu Manual,2024-10-02,BUAH,,25.0
1.1.7.01.02.08.002.00103,Gergaji Besi,2024-10-02,BUAH,,33.0
1.1.7.01.02.08.002.00121,Kunci Pipa,2023-10-04,BUAH,10",2.0
1.1.7.01.02.08.002.00190,Kunci Roda,2023-10-04,BUAH,Silang 4,17.0
1.1.7.01.02.08.002.00191,Kunci Pipa,2023-10-04,BUAH,12 Inch,2.0
1.1.7.01.02.08.002.00192,Kunci Roda,2023-10-04,BUAH,Ukuran 30 mm x 27 mm,1.0
1.1.7.01.02.08.002.00193,Kunci Pipa,2023-10-04,BUAH,14 Inch,2.0
1.1.7.01.02.08.002.00194,Kunci T,2023-10-04,BUAH,8 - 12 mm,0.0
1.1.7.01.02.08.002.00197,Cushion Grip Screwdriver (Obeng Plus Gagang Karet),2023-09-29,PCS,2X150 mm (SD-CG0854),0.0
1.1.7.01.02.08.002.00199,Dongkrak Botol,2023-10-04,UNIT,50 Ton,13.0
1.1.7.01.02.08.002.00201,Cushion Grip Screwdriver (Obeng Minus Gagang Karet),2023-09-29,PCS,6X125 mm (SD-CG0861),0.0
1.1.7.01.02.08.002.00202,Kunci T,2023-10-04,BUAH,4 - 6 mm,0.0
1.1.7.01.02.08.002.00203,Kunci T,2023-10-04,BUAH,16 mm,0.0
1.1.7.01.03.01.007.00016,Meteran,2024-10-02,BUAH,50 meter,5.0
1.1.7.01.03.01.010.00155,Isolasi Kabel,2023-11-09,PCS,3/4inch x 66 ft,2.0
1.1.7.01.03.01.010.00156,Sealent Kaca,2023-10-04,PCS,Sealant bening,17.0
